MDS1,MDS2,pval,annotation,tool,GCA_000167675,GCA_000170995,GCA_000171015,GCA_000513815,GCA_000988865,GCA_001050175,GCA_001481775,GCA_002022785,GCA_002838845,GCA_002894145,GCA_002894205,GCA_003012105,GCA_003025095,GCA_003025105,GCA_003025115,GCA_003025155,GCA_004303015,GCA_011066345,GCA_011799845,ICBG1054,ICBG1065,ICBG1075,ICBG1096,ICBG2046,ICBG2047,ICBG2048,ICBG2049,ICBG710,ICBG712,ICBG721,ICBG726,ICBG730,ICBG731,ICBG733,ICBG736,ICBG742,ICBG751,LGSR00000000,NIGB00000000,NIGC00000000,NIGD00000000,NQYQ00000000,NQYR00000000,NQYS00000000,SPDT00000000
-0.16352244340567165,-0.4993950158726931,0.026973026973026972,A3GFA7,Virulence Genes,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,2,2,2,1,2,1,2,0,1,1,1,1,0,1,0,1,1
0.12640956609741744,0.0917154541493103,0.5144855144855145,A3GHZ3,Virulence Genes,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.3319136740982435,-0.5125552261895268,0.0919080919080919,A3KLI8,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.2812271305666346,-0.06875296809633918,0.3866133866133866,A3LNY8,Virulence Genes,1,1,1,1,2,1,0,1,1,1,2,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,0,1,0,0,1,0,0,1,1,1,1,0,1
0.511884533721515,0.24778239721431655,0.012987012987012988,A3LQC4,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,0
0.6863851109683101,-0.1979806368986666,9.99000999000999e-4,A3LRF3,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,-0,1,A3LRS6,Virulence Genes,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.14788719281329576,0.4562649795054271,0.06593406593406594,A3LS85,Virulence Genes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,2,4,2,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,0
-0.4171161014559932,0.7071183564311734,9.99000999000999e-4,A3LTI2,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.19167747649084188,0.08729701923537861,0.39760239760239763,A3LUV9,Virulence Genes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
0.30176388859198144,-0.14250070921152813,0.2597402597402597,A3LXC4,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.428066048919561,0.2695938386459479,0.04095904095904096,A3LXZ6,Virulence Genes,2,2,2,2,1,2,3,2,1,2,3,2,1,1,2,2,1,1,2,2,2,3,4,1,4,2,4,3,1,1,2,5,3,3,3,3,4,3,3,3,3,3,3,2,1
-0.06306975157461883,-0.06114051462136416,0.7822177822177823,A4QPV0,Virulence Genes,3,4,3,3,4,3,3,4,4,3,3,2,4,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1
0.0036610534606382637,0.04950135560770484,0.985014985014985,A4QRN5,Virulence Genes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
0.20688894371134783,0.37765068756921594,0.11188811188811189,A4QRX6,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4QSA8,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.5652778676118143,0.3811981779472662,0.004995004995004995,A4QT57,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.18525740201703025,0.22845151746597075,0.37962037962037964,A4QTS1,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1
0.17227895219016207,-0.446693713893557,0.11588411588411589,A4QV79,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4QVA7,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4QVD7,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.4809569932850518,0.23662661090654102,0.029970029970029972,A4QVF8,Virulence Genes,8,14,7,8,17,7,11,14,16,11,13,11,16,10,8,7,5,15,5,3,3,3,3,4,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,3,1,3,3,3,6
0,-0,1,A4R0W3,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
-0.47876333507141744,0.34628695474094295,0.006993006993006993,A4R0Y1,Virulence Genes,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1
0,-0,1,A4R178,Virulence Genes,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.13223731829112303,0.024175214478444913,0.8401598401598401,A4R1F0,Virulence Genes,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
0,-0,1,A4R2P0,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4R2T0,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4R2T9,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.10692513558172988,-0.3883887403219614,0.24175824175824176,A4R2V5,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.025749783192432762,-0.2874858724121152,0.34965034965034963,A4R3H7,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0.3851877804594855,-0.09771161027161773,0.12187812187812187,A4R553,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1
-0.5642901553787609,-0.6977860160573082,0.003996003996003996,A4R566,Virulence Genes,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
0.23504263392103614,0.621063819904016,0.015984015984015984,A4R575,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1
0,-0,1,A4R599,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.18228987128180973,0.0018709740888610594,0.42657342657342656,A4R7D1,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0.3319136740982435,0.5125552261895268,0.0919080919080919,A4R9C7,Virulence Genes,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
0.26047922369429616,-0.33816360936079115,0.12387612387612387,A4RB72,Virulence Genes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,3,3,3,3,3,4,4,3,3,4,2,4,3,4,4,3,4,4,3,3
0.11038559392771548,-0.0610875764317586,0.7932067932067932,A4RDS9,Virulence Genes,1,2,2,1,3,2,2,2,2,3,2,1,3,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1
0,-0,1,A4RED5,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.1195519484738531,-0.419754456236635,0.0969030969030969,A4RF81,Virulence Genes,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,1,2,0,1,1,1,1
0,-0,1,A4RFD4,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.1183042159317704,-0.024979331749217702,0.8521478521478522,A4RG81,Virulence Genes,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,1,3,3,3,2,3,2,2,3,3,3,2,2,3,1,2,3,3,2,2,1,2
0,-0,1,A4RG88,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.21222582748290017,0.3154050374912354,0.17282717282717283,A4RGG9,Virulence Genes,6,5,8,6,9,6,7,10,10,4,6,8,10,6,6,7,4,11,5,7,8,5,5,6,7,6,7,6,5,5,8,8,6,4,5,7,5,6,6,5,5,4,4,5,6
-0.5642901553787608,-0.6977860160573084,0.003996003996003996,A4RGM3,Virulence Genes,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3444928603019806,-0.33024802574782947,0.15984015984015984,A4RHH9,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4RI68,Virulence Genes,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
0.11083795083507243,-0.08617256529760857,0.7452547452547452,A4RJR0,Virulence Genes,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4RJV7,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.17227895219016207,0.446693713893557,0.11588411588411589,A4RKI4,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,-0,1,A4RMS2,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.19167747649084188,0.08729701923537861,0.39760239760239763,A4RMU4,Virulence Genes,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
-0.056802506819988295,0.4207797223755758,0.11688311688311688,A4UC81,Virulence Genes,12,15,15,12,12,11,15,13,15,12,15,14,15,14,12,12,11,14,10,6,5,6,8,8,8,8,8,6,6,6,6,6,7,8,7,8,8,8,8,7,4,8,7,8,10
0.5343105196656581,0.33637567998065737,0.004995004995004995,A4ULI4,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,0,0,0,1,1,2,1,2,2,2,1,1,1,1,1,1,3
0.5216421180221733,-0.4011885256231128,9.99000999000999e-4,A4ULI5,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,0,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1
-0.17227895219016212,0.44669371389355716,0.11588411588411589,A4ULI6,Virulence Genes,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.5642901553787608,-0.6977860160573084,0.003996003996003996,A4ULI7,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08885072179869097,0.1934036015442949,0.46853146853146854,A4ULI8,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.20154585970539138,-0.3347045659963657,0.16983016983016982,A4ULJ0,Virulence Genes,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,2,0,2,2,0,0
0.30905109512254886,0.06629163489205407,0.24875124875124874,A4ULJ2,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.11622084414140423,0.7914397364304597,9.99000999000999e-4,A5H456,Virulence Genes,1,3,6,1,3,1,7,3,3,3,7,5,3,6,1,1,2,3,3,1,3,3,2,4,3,3,3,1,0,0,2,0,1,2,1,2,2,1,2,2,1,2,2,2,3
-0.12148006930672747,-0.06623846616639342,0.8581418581418582,A5HEH7,Virulence Genes,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0,1,A5HF03,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.1536769833318217,0.27256027804527755,0.3116883116883117,A6N6J8,Virulence Genes,6,15,12,5,9,5,11,11,13,8,7,10,13,13,7,6,5,12,5,6,4,3,9,5,6,6,7,5,3,3,7,5,9,8,9,7,8,6,7,5,3,5,5,6,3
0.15088842674920686,0.5263794121127056,0.030969030969030968,A6QT98,Virulence Genes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
-0.10852095028884809,-0.2694543396235517,0.34165834165834164,A6QU97,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.17227895219016212,0.44669371389355716,0.11588411588411589,A6QVN0,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.468750818243809,-0.46050489401255046,0.00999000999000999,A6QVZ5,Virulence Genes,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.17227895219016212,0.44669371389355716,0.11588411588411589,A6QW18,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.8321460044332345,0.25731106803532866,9.99000999000999e-4,A6R0L4,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0,1,A6R119,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.25012644660491945,-0.16896671479680686,0.3046953046953047,A6R120,Virulence Genes,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0.25979718388383255,0.5608188168642252,0.002997002997002997,A6R1W8,Virulence Genes,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0.024423712578667364,-0.18050229944736026,0.6663336663336663,A6R615,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,2,1,1,1
0.11472842329158425,0.49794040717225935,0.03796203796203796,A6R757,Virulence Genes,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
0.4616383367709624,-0.2631461081904967,0.028971028971028972,A6R764,Virulence Genes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.09725986069097596,-0.6024360948056727,0.004995004995004995,A6R963,Virulence Genes,2,1,1,2,0,2,2,2,2,2,1,0,1,0,2,2,1,2,3,1,1,0,0,1,0,0,0,2,2,2,1,2,2,0,2,1,0,1,1,2,0,2,2,1,2
0.49971334754894414,0.030535269465392752,0.04495504495504495,A6R991,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
0.11999864125548788,0.0861719562995582,0.8191808191808192,A6R9F0,Virulence Genes,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,2,0,1,1,1,0,0,0,2,0,1,2,0,0,0,1,2,1,2,0,0,1,1,0,0,1,0,1,0
-0.33553627682231785,0.30051325692986525,0.14885114885114886,A6R9V5,Virulence Genes,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
-0.014100675886001352,-0.0857300031515611,0.951048951048951,A6RBC1,Virulence Genes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.08878171996096453,-0.16601344703014184,0.6953046953046953,A6RCI7,Virulence Genes,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0.7307218194646353,-0.1672040575046986,9.99000999000999e-4,A6RD56,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
-0.45068923910947994,-0.4526912074415556,0.04695304695304695,A6RDX2,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038795434628200266,0.26466788705355354,0.46353646353646355,A6RE02,Virulence Genes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.18912272486963216,0.6545022544599753,0.001998001998001998,A6REW8,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,2,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1
0.23262806246636047,-0.18892656454351903,0.3626373626373626,A6RGA6,Virulence Genes,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
0.16457298492729083,0.14069784747683756,0.5894105894105894,A6RGD8,Virulence Genes,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.060273714335728805,-0.1121461204206099,0.8171828171828172,A6RH34,Virulence Genes,1,2,2,1,2,1,2,2,1,4,2,2,1,2,2,1,2,2,4,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
0.7255491161027139,0.016508806087456696,9.99000999000999e-4,A6ZLA2,Virulence Genes,1,1,1,1,1,1,0,1,1,0,1,2,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2
0.13948023056836772,0.1318877812120218,0.6863136863136863,A6ZM54,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.05644795927867141,-0.5869216163360546,0.013986013986013986,A6ZMD8,Virulence Genes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,0
