Orthogroup,group,BGC,Resistance,CAZyme,Lipase,Peptidase,Signaling,Virulence
OG0000027,AllOutgroup,1,0,0,0,0,1,0
OG0000027,Higher,1,0,0,0,0,1,0
OG0000027,Leafcutter,1,0,0,0,0,1,0
OG0000027,Lower,1,0,0,0,0,1,0
OG0000034,AllOutgroup,1,0,0,0,0,0,0
OG0000034,Higher,1,0,0,0,0,0,0
OG0000034,Leafcutter,1,0,0,0,0,0,0
OG0000034,Lower,1,0,0,0,0,0,0
OG0000035,AllOutgroup,1,0,0,0,0,1,0
OG0000035,Higher,1,0,0,0,0,1,0
OG0000035,Leafcutter,1,0,0,0,0,1,0
OG0000035,Lower,1,0,0,0,0,1,0
OG0000037,AllOutgroup,1,0,0,0,0,1,0
OG0000037,Higher,1,0,0,0,0,1,0
OG0000037,Leafcutter,1,0,0,0,0,1,0
OG0000037,Lower,1,0,0,0,0,1,0
OG0000044,AllOutgroup,1,0,0,1,0,0,1
OG0000044,Higher,1,0,0,1,0,0,1
OG0000044,Leafcutter,1,0,0,1,0,0,1
OG0000044,Lower,1,0,0,1,0,0,1
OG0000052,AllOutgroup,1,0,0,1,0,0,0
OG0000052,Higher,1,0,0,1,0,0,0
OG0000052,Leafcutter,1,0,0,1,0,0,0
OG0000052,Lower,1,0,0,1,0,0,0
OG0000060,AllOutgroup,1,0,0,0,0,0,0
OG0000060,Higher,1,0,0,0,0,0,0
OG0000060,Leafcutter,1,0,0,0,0,0,0
OG0000060,Lower,1,0,0,0,0,0,0
OG0000065,AllOutgroup,0,0,0,0,0,0,1
OG0000065,Higher,0,0,0,0,0,0,1
OG0000065,Leafcutter,0,0,0,0,0,0,1
OG0000065,Lower,0,0,0,0,0,0,1
OG0000066,AllOutgroup,0,1,0,1,0,0,1
OG0000066,Higher,0,1,0,1,0,0,1
OG0000066,Leafcutter,0,1,0,1,0,0,1
OG0000066,Lower,0,1,0,1,0,0,1
OG0000069,AllOutgroup,1,0,0,1,0,1,0
OG0000069,Higher,1,0,0,1,0,1,0
OG0000069,Leafcutter,1,0,0,1,0,1,0
OG0000069,Lower,1,0,0,1,0,1,0
OG0000073,AllOutgroup,1,0,0,0,0,0,0
OG0000073,Higher,1,0,0,0,0,0,0
OG0000073,Leafcutter,1,0,0,0,0,0,0
OG0000073,Lower,1,0,0,0,0,0,0
OG0000077,AllOutgroup,1,0,0,1,1,0,0
OG0000077,Higher,1,0,0,1,1,0,0
OG0000077,Leafcutter,1,0,0,1,1,0,0
OG0000077,Lower,1,0,0,1,1,0,0
OG0000083,AllOutgroup,1,0,0,0,0,1,1
OG0000083,Higher,1,0,0,0,0,1,1
OG0000083,Leafcutter,1,0,0,0,0,1,1
OG0000083,Lower,1,0,0,0,0,1,1
OG0000084,AllOutgroup,1,1,0,0,0,1,1
OG0000084,Higher,1,1,0,0,0,1,1
OG0000084,Leafcutter,1,1,0,0,0,1,1
OG0000084,Lower,1,1,0,0,0,1,1
OG0000089,AllOutgroup,1,0,0,0,0,1,1
OG0000089,Higher,1,0,0,0,0,1,1
OG0000089,Leafcutter,1,0,0,0,0,1,1
OG0000089,Lower,1,0,0,0,0,1,1
OG0000090,AllOutgroup,1,0,1,1,1,0,0
OG0000090,Higher,1,0,1,1,1,0,0
OG0000090,Leafcutter,1,0,1,1,1,0,0
OG0000090,Lower,1,0,1,1,1,0,0
OG0000094,AllOutgroup,1,1,1,0,1,1,1
OG0000094,Higher,1,1,1,0,1,1,1
OG0000094,Leafcutter,1,1,1,0,1,1,1
OG0000094,Lower,1,1,1,0,1,1,1
OG0000096,AllOutgroup,1,0,0,1,1,0,0
OG0000096,Higher,1,0,0,1,1,0,0
OG0000096,Leafcutter,1,0,0,1,1,0,0
OG0000096,Lower,1,0,0,1,1,0,0
OG0000105,AllOutgroup,1,1,0,0,0,1,0
OG0000105,Higher,1,1,0,0,0,1,0
OG0000105,Leafcutter,1,1,0,0,0,1,0
OG0000105,Lower,1,1,0,0,0,1,0
OG0000107,AllOutgroup,1,0,1,1,0,1,1
OG0000107,Higher,1,0,1,1,0,1,1
OG0000107,Leafcutter,1,0,1,1,0,1,1
OG0000107,Lower,1,0,1,1,0,1,1
OG0000115,AllOutgroup,1,0,0,0,0,0,0
OG0000115,Higher,1,0,0,0,0,0,0
OG0000115,Leafcutter,1,0,0,0,0,0,0
OG0000115,Lower,1,0,0,0,0,0,0
OG0000117,AllOutgroup,0,0,0,0,0,1,0
OG0000117,Higher,0,0,0,0,0,1,0
OG0000117,Leafcutter,0,0,0,0,0,1,0
OG0000117,Lower,0,0,0,0,0,1,0
OG0000118,AllOutgroup,1,0,0,1,1,1,1
OG0000118,Higher,1,0,0,1,1,1,1
OG0000118,Leafcutter,1,0,0,1,1,1,1
OG0000118,Lower,1,0,0,1,1,1,1
OG0000123,AllOutgroup,1,0,0,0,0,0,0
OG0000123,Higher,1,0,0,0,0,0,0
OG0000123,Leafcutter,1,0,0,0,0,0,0
OG0000123,Lower,1,0,0,0,0,0,0
OG0000125,AllOutgroup,0,0,0,0,0,0,1
OG0000125,Higher,0,0,0,0,0,0,1
OG0000125,Leafcutter,0,0,0,0,0,0,1
OG0000125,Lower,0,0,0,0,0,0,1
OG0000132,AllOutgroup,1,0,0,0,0,1,0
OG0000132,Higher,1,0,0,0,0,1,0
OG0000132,Leafcutter,1,0,0,0,0,1,0
OG0000132,Lower,1,0,0,0,0,1,0
OG0000133,AllOutgroup,1,0,0,0,0,0,0
OG0000133,Higher,1,0,0,0,0,0,0
OG0000133,Leafcutter,1,0,0,0,0,0,0
OG0000133,Lower,1,0,0,0,0,0,0
OG0000140,AllOutgroup,1,1,0,0,0,0,1
OG0000140,Higher,1,1,0,0,0,0,1
OG0000140,Leafcutter,1,1,0,0,0,0,1
OG0000140,Lower,1,1,0,0,0,0,1
OG0000144,AllOutgroup,1,0,0,0,0,1,0
OG0000144,Higher,1,0,0,0,0,1,0
OG0000144,Leafcutter,1,0,0,0,0,1,0
OG0000144,Lower,1,0,0,0,0,1,0
OG0000152,AllOutgroup,1,0,0,1,0,0,1
OG0000152,Higher,1,0,0,1,0,0,1
OG0000152,Leafcutter,1,0,0,1,0,0,1
OG0000152,Lower,1,0,0,1,0,0,1
OG0000164,AllOutgroup,1,0,0,1,0,1,0
OG0000164,Higher,1,0,0,1,0,1,0
OG0000164,Leafcutter,1,0,0,1,0,1,0
OG0000164,Lower,1,0,0,1,0,1,0
OG0000168,AllOutgroup,0,1,0,0,0,1,1
OG0000168,Higher,0,1,0,0,0,1,1
OG0000168,Leafcutter,0,1,0,0,0,1,1
OG0000168,Lower,0,1,0,0,0,1,1
OG0000170,AllOutgroup,1,0,0,0,0,0,1
OG0000170,Higher,1,0,0,0,0,0,1
OG0000170,Leafcutter,1,0,0,0,0,0,1
OG0000170,Lower,1,0,0,0,0,0,1
OG0000172,AllOutgroup,1,0,0,0,0,0,0
OG0000172,Higher,1,0,0,0,0,0,0
OG0000172,Leafcutter,1,0,0,0,0,0,0
OG0000172,Lower,1,0,0,0,0,0,0
OG0000173,AllOutgroup,1,0,0,0,0,1,1
OG0000173,Higher,1,0,0,0,0,1,1
OG0000173,Leafcutter,1,0,0,0,0,1,1
OG0000173,Lower,1,0,0,0,0,1,1
OG0000174,AllOutgroup,1,0,0,1,0,1,0
OG0000174,Higher,1,0,0,1,0,1,0
OG0000174,Leafcutter,1,0,0,1,0,1,0
OG0000174,Lower,1,0,0,1,0,1,0
OG0000193,AllOutgroup,1,0,0,0,0,0,0
OG0000193,Higher,1,0,0,0,0,0,0
OG0000193,Leafcutter,1,0,0,0,0,0,0
OG0000193,Lower,1,0,0,0,0,0,0
OG0000197,AllOutgroup,0,0,0,1,1,0,0
OG0000197,Higher,0,0,0,1,1,0,0
OG0000197,Leafcutter,0,0,0,1,1,0,0
OG0000197,Lower,0,0,0,1,1,0,0
OG0000206,AllOutgroup,0,0,1,0,0,0,0
OG0000206,Higher,0,0,1,0,0,0,0
OG0000206,Leafcutter,0,0,1,0,0,0,0
OG0000206,Lower,0,0,1,0,0,0,0
OG0000210,AllOutgroup,0,1,0,1,0,0,0
OG0000210,Higher,0,1,0,1,0,0,0
OG0000210,Leafcutter,0,1,0,1,0,0,0
OG0000210,Lower,0,1,0,1,0,0,0
OG0000219,AllOutgroup,0,0,0,1,0,0,0
OG0000219,Higher,0,0,0,1,0,0,0
OG0000219,Leafcutter,0,0,0,1,0,0,0
OG0000219,Lower,0,0,0,1,0,0,0
OG0000220,AllOutgroup,1,1,0,0,0,1,0
OG0000220,Higher,1,1,0,0,0,1,0
OG0000220,Leafcutter,1,1,0,0,0,1,0
OG0000220,Lower,1,1,0,0,0,1,0
OG0000224,AllOutgroup,1,0,0,1,0,1,1
OG0000224,Higher,1,0,0,1,0,1,1
OG0000224,Leafcutter,1,0,0,1,0,1,1
OG0000224,Lower,1,0,0,1,0,1,1
OG0000225,AllOutgroup,1,0,0,0,0,0,0
OG0000225,Higher,1,0,0,0,0,0,0
OG0000225,Leafcutter,1,0,0,0,0,0,0
OG0000225,Lower,1,0,0,0,0,0,0
OG0000226,AllOutgroup,1,0,0,0,0,0,1
OG0000226,Higher,1,0,0,0,0,0,1
OG0000226,Leafcutter,1,0,0,0,0,0,1
OG0000226,Lower,1,0,0,0,0,0,1
OG0000227,AllOutgroup,0,1,0,1,0,0,0
OG0000227,Higher,0,1,0,1,0,0,0
OG0000227,Leafcutter,0,1,0,1,0,0,0
OG0000227,Lower,0,1,0,1,0,0,0
OG0000232,AllOutgroup,0,0,0,0,1,1,0
OG0000232,Higher,0,0,0,0,1,1,0
OG0000232,Leafcutter,0,0,0,0,1,1,0
OG0000232,Lower,0,0,0,0,1,1,0
OG0000233,AllOutgroup,0,0,0,1,1,1,1
OG0000233,Higher,0,0,0,1,1,1,1
OG0000233,Leafcutter,0,0,0,1,1,1,1
OG0000233,Lower,0,0,0,1,1,1,1
OG0000243,AllOutgroup,1,0,1,0,0,1,1
OG0000243,Higher,1,0,1,0,0,1,1
OG0000243,Leafcutter,1,0,1,0,0,1,1
OG0000243,Lower,1,0,1,0,0,1,1
OG0000252,AllOutgroup,0,0,1,1,0,0,0
OG0000252,Higher,0,0,1,1,0,0,0
OG0000252,Leafcutter,0,0,1,1,0,0,0
OG0000252,Lower,0,0,1,1,0,0,0
OG0000256,AllOutgroup,1,0,0,0,0,0,0
OG0000256,Higher,1,0,0,0,0,0,0
OG0000256,Leafcutter,1,0,0,0,0,0,0
OG0000256,Lower,1,0,0,0,0,0,0
OG0000261,AllOutgroup,1,0,0,0,0,1,0
OG0000261,Higher,1,0,0,0,0,1,0
OG0000261,Leafcutter,1,0,0,0,0,1,0
OG0000261,Lower,1,0,0,0,0,1,0
OG0000266,AllOutgroup,1,0,0,0,0,1,1
OG0000266,Higher,1,0,0,0,0,1,1
OG0000266,Leafcutter,1,0,0,0,0,1,1
OG0000266,Lower,1,0,0,0,0,1,1
OG0000267,AllOutgroup,1,0,1,1,0,1,0
OG0000267,Higher,1,0,1,1,0,1,0
OG0000267,Leafcutter,1,0,1,1,0,1,0
OG0000267,Lower,1,0,1,1,0,1,0
OG0000277,AllOutgroup,1,0,0,0,0,1,0
OG0000277,Higher,1,0,0,0,0,1,0
OG0000277,Leafcutter,1,0,0,0,0,1,0
OG0000277,Lower,1,0,0,0,0,1,0
OG0000288,AllOutgroup,1,0,0,0,0,0,0
OG0000288,Higher,1,0,0,0,0,0,0
OG0000288,Leafcutter,1,0,0,0,0,0,0
OG0000288,Lower,1,0,0,0,0,0,0
OG0000289,AllOutgroup,1,0,1,0,0,1,0
OG0000289,Higher,1,0,1,0,0,1,0
OG0000289,Leafcutter,1,0,1,0,0,1,0
OG0000289,Lower,1,0,1,0,0,1,0
OG0000292,AllOutgroup,1,1,0,0,0,0,0
OG0000292,Higher,1,1,0,0,0,0,0
OG0000292,Leafcutter,1,1,0,0,0,0,0
OG0000292,Lower,1,1,0,0,0,0,0
OG0000296,AllOutgroup,1,1,0,1,0,0,1
OG0000296,Higher,1,1,0,1,0,0,1
OG0000296,Leafcutter,1,1,0,1,0,0,1
OG0000296,Lower,1,1,0,1,0,0,1
OG0000303,AllOutgroup,0,0,0,0,0,1,0
OG0000303,Higher,0,0,0,0,0,1,0
OG0000303,Leafcutter,0,0,0,0,0,1,0
OG0000303,Lower,0,0,0,0,0,1,0
OG0000305,AllOutgroup,0,0,0,0,0,0,1
OG0000305,Higher,0,0,0,0,0,0,1
OG0000305,Leafcutter,0,0,0,0,0,0,1
OG0000305,Lower,0,0,0,0,0,0,1
OG0000312,AllOutgroup,1,0,0,0,0,0,1
OG0000312,Higher,1,0,0,0,0,0,1
OG0000312,Leafcutter,1,0,0,0,0,0,1
OG0000312,Lower,1,0,0,0,0,0,1
OG0000316,AllOutgroup,1,0,0,0,0,1,0
OG0000316,Higher,1,0,0,0,0,1,0
OG0000316,Leafcutter,1,0,0,0,0,1,0
OG0000316,Lower,1,0,0,0,0,1,0
OG0000317,AllOutgroup,1,0,1,1,0,1,1
OG0000317,Higher,1,0,1,1,0,1,1
OG0000317,Leafcutter,1,0,1,1,0,1,1
OG0000317,Lower,1,0,1,1,0,1,1
OG0000318,AllOutgroup,1,0,1,0,1,1,1
OG0000318,Higher,1,0,1,0,1,1,1
OG0000318,Leafcutter,1,0,1,0,1,1,1
OG0000318,Lower,1,0,1,0,1,1,1
OG0000319,AllOutgroup,1,0,0,0,0,1,0
OG0000319,Higher,1,0,0,0,0,1,0
OG0000319,Leafcutter,1,0,0,0,0,1,0
OG0000319,Lower,1,0,0,0,0,1,0
OG0000329,AllOutgroup,1,0,0,0,0,0,0
OG0000329,Higher,1,0,0,0,0,0,0
OG0000329,Leafcutter,1,0,0,0,0,0,0
OG0000329,Lower,1,0,0,0,0,0,0
OG0000335,AllOutgroup,1,0,0,0,0,0,0
OG0000335,Higher,1,0,0,0,0,0,0
OG0000335,Leafcutter,1,0,0,0,0,0,0
OG0000335,Lower,1,0,0,0,0,0,0
OG0000342,AllOutgroup,0,0,0,1,0,1,0
OG0000342,Higher,0,0,0,1,0,1,0
OG0000342,Leafcutter,0,0,0,1,0,1,0
OG0000342,Lower,0,0,0,1,0,1,0
OG0000345,AllOutgroup,1,0,0,0,0,1,0
OG0000345,Higher,1,0,0,0,0,1,0
OG0000345,Leafcutter,1,0,0,0,0,1,0
OG0000345,Lower,1,0,0,0,0,1,0
OG0000348,AllOutgroup,0,1,0,1,1,0,1
OG0000348,Higher,0,1,0,1,1,0,1
OG0000348,Leafcutter,0,1,0,1,1,0,1
OG0000348,Lower,0,1,0,1,1,0,1
OG0000350,AllOutgroup,0,0,1,1,0,1,0
OG0000350,Higher,0,0,1,1,0,1,0
OG0000350,Leafcutter,0,0,1,1,0,1,0
OG0000350,Lower,0,0,1,1,0,1,0
OG0000352,AllOutgroup,1,0,0,1,0,1,0
OG0000352,Higher,1,0,0,1,0,1,0
OG0000352,Leafcutter,1,0,0,1,0,1,0
OG0000352,Lower,1,0,0,1,0,1,0
OG0000353,AllOutgroup,0,0,0,0,0,1,0
OG0000353,Higher,0,0,0,0,0,1,0
OG0000353,Leafcutter,0,0,0,0,0,1,0
OG0000353,Lower,0,0,0,0,0,1,0
OG0000354,AllOutgroup,0,0,1,0,0,0,0
OG0000354,Higher,0,0,1,0,0,0,0
OG0000354,Leafcutter,0,0,1,0,0,0,0
OG0000354,Lower,0,0,1,0,0,0,0
OG0000357,AllOutgroup,1,0,0,0,1,0,0
OG0000357,Higher,1,0,0,0,1,0,0
OG0000357,Leafcutter,1,0,0,0,1,0,0
OG0000357,Lower,1,0,0,0,1,0,0
OG0000359,AllOutgroup,1,1,0,0,0,0,1
OG0000359,Higher,1,1,0,0,0,0,1
OG0000359,Leafcutter,1,1,0,0,0,0,1
OG0000359,Lower,1,1,0,0,0,0,1
OG0000362,AllOutgroup,1,1,0,0,0,0,1
OG0000362,Higher,1,1,0,0,0,0,1
OG0000362,Leafcutter,1,1,0,0,0,0,1
OG0000362,Lower,1,1,0,0,0,0,1
OG0000378,AllOutgroup,0,0,0,1,0,0,0
OG0000378,Higher,0,0,0,1,0,0,0
OG0000378,Leafcutter,0,0,0,1,0,0,0
OG0000378,Lower,0,0,0,1,0,0,0
OG0000387,AllOutgroup,1,0,0,0,0,0,0
OG0000387,Higher,1,0,0,0,0,0,0
OG0000387,Leafcutter,1,0,0,0,0,0,0
OG0000387,Lower,1,0,0,0,0,0,0
OG0000388,AllOutgroup,0,0,1,0,0,1,0
OG0000388,Higher,0,0,1,0,0,1,0
OG0000388,Leafcutter,0,0,1,0,0,1,0
OG0000388,Lower,0,0,1,0,0,1,0
OG0000389,AllOutgroup,0,0,1,0,0,1,0
OG0000389,Higher,0,0,1,0,0,1,0
OG0000389,Leafcutter,0,0,1,0,0,1,0
OG0000389,Lower,0,0,1,0,0,1,0
OG0000391,AllOutgroup,0,0,1,0,0,1,1
OG0000391,Higher,0,0,1,0,0,1,1
OG0000391,Leafcutter,0,0,1,0,0,1,1
OG0000391,Lower,0,0,1,0,0,1,1
OG0000395,AllOutgroup,0,1,0,0,0,0,0
OG0000395,Higher,0,1,0,0,0,0,0
OG0000395,Leafcutter,0,1,0,0,0,0,0
OG0000395,Lower,0,1,0,0,0,0,0
OG0000398,AllOutgroup,1,0,0,0,0,0,0
OG0000398,Higher,1,0,0,0,0,0,0
OG0000398,Leafcutter,1,0,0,0,0,0,0
OG0000398,Lower,1,0,0,0,0,0,0
OG0000401,AllOutgroup,0,0,0,0,1,1,1
OG0000401,Higher,0,0,0,0,1,1,1
OG0000401,Leafcutter,0,0,0,0,1,1,1
OG0000401,Lower,0,0,0,0,1,1,1
OG0000402,AllOutgroup,0,0,1,0,0,1,0
OG0000402,Higher,0,0,1,0,0,1,0
OG0000402,Leafcutter,0,0,1,0,0,1,0
OG0000402,Lower,0,0,1,0,0,1,0
OG0000407,AllOutgroup,1,0,1,0,0,0,1
OG0000407,Higher,1,0,1,0,0,0,1
OG0000407,Leafcutter,1,0,1,0,0,0,1
OG0000407,Lower,1,0,1,0,0,0,1
OG0000411,AllOutgroup,0,0,1,0,0,1,0
OG0000411,Higher,0,0,1,0,0,1,0
OG0000411,Leafcutter,0,0,1,0,0,1,0
OG0000411,Lower,0,0,1,0,0,1,0
OG0000415,AllOutgroup,1,0,0,1,0,0,0
OG0000415,Higher,1,0,0,1,0,0,0
OG0000415,Leafcutter,1,0,0,1,0,0,0
OG0000415,Lower,1,0,0,1,0,0,0
OG0000416,AllOutgroup,1,0,1,0,0,0,0
OG0000416,Higher,1,0,1,0,0,0,0
OG0000416,Leafcutter,1,0,1,0,0,0,0
OG0000416,Lower,1,0,1,0,0,0,0
OG0000417,AllOutgroup,0,0,0,0,1,0,0
OG0000417,Higher,0,0,0,0,1,0,0
OG0000417,Leafcutter,0,0,0,0,1,0,0
OG0000417,Lower,0,0,0,0,1,0,0
OG0000427,AllOutgroup,1,0,0,0,0,0,0
OG0000427,Higher,1,0,0,0,0,0,0
OG0000427,Leafcutter,1,0,0,0,0,0,0
OG0000427,Lower,1,0,0,0,0,0,0
OG0000429,AllOutgroup,0,0,0,1,0,0,0
OG0000429,Higher,0,0,0,1,0,0,0
OG0000429,Leafcutter,0,0,0,1,0,0,0
OG0000429,Lower,0,0,0,1,0,0,0
OG0000430,AllOutgroup,1,0,0,0,0,1,0
OG0000430,Higher,1,0,0,0,0,1,0
OG0000430,Leafcutter,1,0,0,0,0,1,0
OG0000430,Lower,1,0,0,0,0,1,0
OG0000432,AllOutgroup,0,0,0,0,0,0,1
OG0000432,Higher,0,0,0,0,0,0,1
OG0000432,Leafcutter,0,0,0,0,0,0,1
OG0000432,Lower,0,0,0,0,0,0,1
OG0000435,AllOutgroup,0,0,0,1,1,1,0
OG0000435,Higher,0,0,0,1,1,1,0
OG0000435,Leafcutter,0,0,0,1,1,1,0
OG0000435,Lower,0,0,0,1,1,1,0
OG0000442,AllOutgroup,0,1,0,1,0,0,1
OG0000442,Higher,0,1,0,1,0,0,1
OG0000442,Leafcutter,0,1,0,1,0,0,1
OG0000442,Lower,0,1,0,1,0,0,1
OG0000443,AllOutgroup,1,0,0,0,0,0,0
OG0000443,Higher,1,0,0,0,0,0,0
OG0000443,Leafcutter,1,0,0,0,0,0,0
OG0000443,Lower,1,0,0,0,0,0,0
OG0000444,AllOutgroup,1,0,0,1,0,1,0
OG0000444,Higher,1,0,0,1,0,1,0
OG0000444,Leafcutter,1,0,0,1,0,1,0
OG0000444,Lower,1,0,0,1,0,1,0
OG0000447,AllOutgroup,1,0,0,0,0,0,0
OG0000447,Higher,1,0,0,0,0,0,0
OG0000447,Leafcutter,1,0,0,0,0,0,0
OG0000447,Lower,1,0,0,0,0,0,0
OG0000453,AllOutgroup,1,1,0,0,0,1,0
OG0000453,Higher,1,1,0,0,0,1,0
OG0000453,Leafcutter,1,1,0,0,0,1,0
OG0000453,Lower,1,1,0,0,0,1,0
OG0000455,AllOutgroup,1,0,0,1,0,0,0
OG0000455,Higher,1,0,0,1,0,0,0
OG0000455,Leafcutter,1,0,0,1,0,0,0
OG0000455,Lower,1,0,0,1,0,0,0
OG0000465,AllOutgroup,1,1,0,0,0,0,0
OG0000465,Higher,1,1,0,0,0,0,0
OG0000465,Leafcutter,1,1,0,0,0,0,0
OG0000465,Lower,1,1,0,0,0,0,0
OG0000469,AllOutgroup,0,0,0,0,0,1,1
OG0000469,Higher,0,0,0,0,0,1,1
OG0000469,Leafcutter,0,0,0,0,0,1,1
OG0000469,Lower,0,0,0,0,0,1,1
OG0000478,AllOutgroup,1,1,0,0,1,0,1
OG0000478,Higher,1,1,0,0,1,0,1
OG0000478,Leafcutter,1,1,0,0,1,0,1
OG0000478,Lower,1,1,0,0,1,0,1
OG0000480,AllOutgroup,1,0,0,0,0,0,0
OG0000480,Higher,1,0,0,0,0,0,0
OG0000480,Leafcutter,1,0,0,0,0,0,0
OG0000480,Lower,1,0,0,0,0,0,0
OG0000484,AllOutgroup,1,0,0,0,0,0,0
OG0000484,Higher,1,0,0,0,0,0,0
OG0000484,Leafcutter,1,0,0,0,0,0,0
OG0000484,Lower,1,0,0,0,0,0,0
OG0000487,AllOutgroup,1,0,0,0,1,1,1
OG0000487,Higher,1,0,0,0,1,1,1
OG0000487,Leafcutter,1,0,0,0,1,1,1
OG0000487,Lower,1,0,0,0,1,1,1
OG0000488,AllOutgroup,1,0,1,0,0,0,0
OG0000488,Higher,1,0,1,0,0,0,0
OG0000488,Leafcutter,1,0,1,0,0,0,0
OG0000488,Lower,1,0,1,0,0,0,0
OG0000489,AllOutgroup,1,0,1,0,0,1,1
OG0000489,Higher,1,0,1,0,0,1,1
OG0000489,Leafcutter,1,0,1,0,0,1,1
OG0000489,Lower,1,0,1,0,0,1,1
OG0000493,AllOutgroup,0,0,1,1,0,0,1
OG0000493,Higher,0,0,1,1,0,0,1
OG0000493,Leafcutter,0,0,1,1,0,0,1
OG0000493,Lower,0,0,1,1,0,0,1
OG0000498,AllOutgroup,0,0,0,0,1,0,0
OG0000498,Higher,0,0,0,0,1,0,0
OG0000498,Leafcutter,0,0,0,0,1,0,0
OG0000498,Lower,0,0,0,0,1,0,0
OG0000509,AllOutgroup,1,0,0,0,0,1,0
OG0000509,Higher,1,0,0,0,0,1,0
OG0000509,Leafcutter,1,0,0,0,0,1,0
OG0000509,Lower,1,0,0,0,0,1,0
OG0000510,AllOutgroup,1,0,0,0,0,0,1
OG0000510,Higher,1,0,0,0,0,0,1
OG0000510,Leafcutter,1,0,0,0,0,0,1
OG0000510,Lower,1,0,0,0,0,0,1
OG0000516,AllOutgroup,0,0,1,1,0,0,1
OG0000516,Higher,0,0,1,1,0,0,1
OG0000516,Leafcutter,0,0,1,1,0,0,1
OG0000516,Lower,0,0,1,1,0,0,1
OG0000518,AllOutgroup,1,0,0,0,0,0,1
OG0000518,Higher,1,0,0,0,0,0,1
OG0000518,Leafcutter,1,0,0,0,0,0,1
OG0000518,Lower,1,0,0,0,0,0,1
OG0000521,AllOutgroup,1,1,0,1,0,1,1
OG0000521,Higher,1,1,0,1,0,1,1
OG0000521,Leafcutter,1,1,0,1,0,1,1
OG0000521,Lower,1,1,0,1,0,1,1
OG0000533,AllOutgroup,0,0,0,0,0,1,0
OG0000533,Higher,0,0,0,0,0,1,0
OG0000533,Leafcutter,0,0,0,0,0,1,0
OG0000533,Lower,0,0,0,0,0,1,0
OG0000535,AllOutgroup,0,1,0,0,0,0,1
OG0000535,Higher,0,1,0,0,0,0,1
OG0000535,Leafcutter,0,1,0,0,0,0,1
OG0000535,Lower,0,1,0,0,0,0,1
OG0000544,AllOutgroup,1,0,1,0,0,1,0
OG0000544,Higher,1,0,1,0,0,1,0
OG0000544,Leafcutter,1,0,1,0,0,1,0
OG0000544,Lower,1,0,1,0,0,1,0
OG0000555,AllOutgroup,1,1,0,0,0,0,0
OG0000555,Higher,1,1,0,0,0,0,0
OG0000555,Leafcutter,1,1,0,0,0,0,0
OG0000555,Lower,1,1,0,0,0,0,0
OG0000570,AllOutgroup,0,0,0,0,0,1,0
OG0000570,Higher,0,0,0,0,0,1,0
OG0000570,Leafcutter,0,0,0,0,0,1,0
OG0000570,Lower,0,0,0,0,0,1,0
OG0000576,AllOutgroup,1,0,0,0,0,0,0
OG0000576,Higher,1,0,0,0,0,0,0
OG0000576,Leafcutter,1,0,0,0,0,0,0
OG0000576,Lower,1,0,0,0,0,0,0
