Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
KOS20896.1	GH35(52-376)	GH35	GH35	N	3
KOS20932.1	GT15(107-402)	GT15	GT15	N	3
KOS20943.1	GH3(96-345)	GH3	GH3	N	3
KOS20948.1	PL1_4(111-300)	PL1	PL1_4	N	3
KOS20949.1	PL1_2(68-212)	PL1	N	N	2
KOS20950.1	GH65(408-771)	GH65	GH65	N	3
KOS20964.1	GH16(117-262)	GH16+CBM18	CBM18+GH16	N	3
KOS21020.1	GH132(89-363)	GH132	N	N	2
KOS21051.1	GT32(116-195)	GT32	GT32	N	3
KOS21080.1	GH76(100-315)	N	GH76	N	2
KOS21087.1	GH16(133-421)	GH16	GH16	N	3
KOS21112.1	GT32(88-165)	N	N	N	1
KOS21167.1	GT20(159-616)	GT20	GT20	N	3
KOS21196.1	AA2(90-339)	N	N	N	1
KOS21223.1	GH18(42-445)	GH18	N	N	2
KOS21229.1	GH3(65-312)	GH3	GH3	N	3
KOS21241.1	GT64(102-347)	N	N	N	1
KOS21273.1	GT90(332-634)	GT90	GT90	N	3
KOS21324.1	GT69(17-266)	N	GT69	N	2
KOS21346.1	GH63(586-797)	GH63	GH63	N	3
KOS21373.1	GH17(103-313)	GH17	N	N	2
KOS21422.1	GH43(27-310)+CBM66(328-481)	GH43	CBM66+GH43_34	N	3
KOS21456.1	GT62(96-358)	GT62	GT62	N	3
KOS21475.1	CE10(26-274)	N	N	N	1
KOS21508.1	GT50(143-411)	GT50	GT50	N	3
KOS21548.1	GH37(144-706)	GH37	GH37	N	3
KOS21596.1	GH72(32-332)	GH72	GH72	N	3
KOS21680.1	CE4(2-128)	CE4	N	N	2
KOS21702.1	AA7(78-247)	N	N	N	1
KOS21710.1	GT64(95-339)	N	N	N	1
KOS21731.1	GH18(69-324)	N	GH18	N	2
KOS21735.1	GH95(27-771)	N	GH95	N	2
KOS21794.1	CE5(33-224)	N	N	N	1
KOS21818.1	GT39(63-308)	GT39	GT39	N	3
KOS21824.1	GT2(10-179)	GT2	GT2	N	3
KOS21890.1	CE10(114-539)	N	N	N	1
KOS21926.1	GH128(40-278)	GH128	N	N	2
KOS21938.1	CE10(89-267)	N	N	N	1
KOS21945.1	GH18(32-287)	GH18	GH18	N	3
KOS21953.1	CE10(70-389)	N	N	N	1
KOS21975.1	GT4(245-400)	GT4	GT4	N	3
KOS21991.1	AA11(21-249)	AA11	N	N	2
KOS22067.1	AA2(133-242)	N	AA2	N	2
KOS22093.1	GT39(62-300)	GT39	GT39	N	3
KOS22134.1	GT1(209-529)	GT1	GT1	N	3
KOS22169.1	GT15(53-344)	N	N	N	1
KOS22177.1	GT1(752-1156)	GT1	GT1	N	3
KOS22225.1	AA3(9-541)	AA3	AA3_2	N	3
KOS22241.1	GH31(347-862)	GH31	GH31	N	3
KOS22265.1	CBM21(322-428)	CBM21	CBM21	N	3
KOS22280.1	GT4(382-541)	GT4	GT4	N	3
KOS22388.1	PL8(147-391)	N	N	N	1
KOS22442.1	GH36(36-718)	GH36	GH36	N	3
KOS22476.1	GH16(32-283)	GH16	N	N	2
KOS22494.1	GH13_40(35-386)	GH13	GH13_40	N	3
KOS22496.1	GT22(11-401)	GT22	GT22	N	3
KOS22523.1	GH47(1-468)	GH47	GH47	N	3
KOS22574.1	GT4(258-384)	GT4	GT4	N	3
KOS22613.1	GH31(257-698)	GH31	GH31	N	3
KOS22614.1	GT69(45-320)	GT69	GT69	N	3
KOS22625.1	GH72(1-218)	GH72	GH72	N	3
KOS22633.1	GH72(16-332)	GH72	GH72	N	3
KOS22661.1	CE10(158-428)	N	N	N	1
KOS22696.1	GT76(18-439)	GT76	GT76	N	3
KOS22701.1	GH47(1-429)	GH47	GH47	N	3
KOS22708.1	AA7(6-183)	AA7	N	N	2
KOS22744.1	GH92(103-616)	GH92	GH92	N	3
KOS22753.1	GH5_5(2-282)	GH5	GH5_5	N	3
KOS22754.1	AA7(24-237)	N	N	N	1
KOS22803.1	GH18(31-381)	GH18	GH18	N	3
KOS22841.1	GT59(76-541)	GT59	GT59	N	3
KOS22846.1	GT15(99-369)	GT15	GT15	N	3
KOS22871.1	PL7_4(30-249)	PL7	N	N	2
KOS22873.1	GH128(42-198)	GH128	N	N	2
KOS22932.1	GH18(31-283)	GH18	N	N	2
KOS22943.1	GT22(39-467)	GT22	GT22	N	3
KOS22963.1	GH128(216-429)	N	N	N	1
KOS22976.1	GH92(275-783)	GH92	GH92	N	3
KOS22977.1	GH16(77-219)	GH16	N	N	2
KOS22987.1	GH20(185-560)	GH20	GH20	N	3
KOS23011.1	GH76(33-405)	GH76	GH76	N	3
KOS23031.1	GH47(103-557)	GH47	GH47	N	3
KOS23050.1	GH18(43-269)	GH18	GH18	N	3
KOS23115.1	GT8(16-295)	GT8	N	N	2
KOS23151.1	AA7(30-209)	N	N	N	1
KOS23157.1	CE10(25-310)	N	N	N	1
KOS23166.1	GH5_5(226-521)	GH5+CBM1	CBM1+GH5_5	N	3
KOS23180.1	GH3(107-252)	GH3	GH3	N	3
KOS23196.1	GT58(35-399)	GT58	GT58	N	3
KOS23202.1	GH3(80-293)	GH3	GH3	N	3
KOS23210.1	GH125(93-503)	GH125	GH125	N	3
KOS23231.1	GH15(58-458)+CBM20(525-615)	GH15+CBM20	CBM20+GH15	N	3
KOS23248.1	GH64(77-438)	GH64	N	N	2
KOS23352.1	AA6(4-197)	AA6	N	N	2
KOS23365.1	GT20(18-554)	GT20	GT20	N	3
KOS23377.1	GT48(868-1647)	GT48	GT48	N	3
KOS23380.1	GT24(628-875)	GT24	GT24	N	3
KOS23408.1	GH18(42-366)	GH18	GH18	N	3
KOS23411.1	GT90(676-962)	GT90	GT90	N	3
KOS23446.1	GT1(202-543)	GT1	GT1	N	3
KOS20652.1	N	GH0	GH0	N	2
KOS23042.1	N	GH3	N	N	1
KOS18595.1	N	GH13	N	N	1
KOS22510.1	N	GH17	N	N	1
KOS18824.1	N	GH23	N	N	1
KOS20233.1	N	GH30	N	N	1
KOS23009.1	N	AA1	AA1	N	2
KOS20400.1	N	AA2	AA2	N	2
KOS23055.1	N	AA7	N	N	1
KOS19249.1	N	AA8	N	N	1
KOS20305.1	N	AA8	N	N	1
KOS20683.1	N	AA8	N	N	1
KOS19455.1	N	AA8	N	N	1
KOS21086.1	N	GT0	GT0	N	2
KOS17745.1	N	GT0	N	N	1
KOS23063.1	N	GT2	GT2	N	2
KOS21462.1	N	GT2	GT2	N	2
KOS20923.1	N	GT2	GT2	N	2
KOS21639.1	N	GT2	GT2	N	2
KOS21638.1	N	GT2	GT2	N	2
KOS20687.1	N	GT2	GT2	N	2
KOS23165.1	N	GT25	N	N	1
KOS23212.1	N	GT31	GT31	N	2
KOS18241.1	N	GT31	GT31	N	2
KOS20344.1	N	GT61	N	N	1
KOS21360.1	N	GT87	N	N	1
KOS20741.1	N	GT87	N	N	1
KOS19686.1	N	CBM56	N	N	1
KOS16861.1	N	N	GH18	N	1
KOS17226.1	N	N	GT22	N	1
KOS17233.1	N	N	GH18	N	1
KOS17367.1	N	N	GH43_21	N	1
KOS17713.1	N	N	GH18	N	1
KOS17843.1	N	N	GT0	N	1
KOS18373.1	N	N	AA1	N	1
KOS18857.1	N	N	GH71	N	1
KOS19143.1	N	N	GT2	N	1
KOS19739.1	N	N	CE4	N	1
KOS19806.1	N	N	GT0	N	1
KOS19858.1	N	N	GT0+GT7	N	1
KOS19901.1	N	N	GH93	N	1
KOS20067.1	N	N	GH71	N	1
KOS20337.1	N	N	GT31	N	1
KOS20994.1	N	N	GT30	N	1
KOS21232.1	N	N	GH133+GH13_25	N	1
KOS21641.1	N	N	GT2	N	1
KOS21677.1	N	N	GT2	N	1
KOS22166.1	N	N	GT15	N	1
KOS22470.1	N	N	AA1	N	1
KOS22582.1	N	N	GT0+GT7	N	1
KOS23149.1	N	N	GH132	N	1
