Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
OPB36831.1	GH1(6-477)	GH1	GH1	N	3
OPB36847.1	GH5_12(15-549)	GH5	GH5_12	N	3
OPB36879.1	AA3_2(12-593)	AA3+AA8	AA3_2	N	3
OPB37031.1	GH5_5(102-399)	GH5	CBM1+GH5_5	N	3
OPB37042.1	GT22(7-387)	GT22	GT22	N	3
OPB37044.1	GH13_40(33-384)	GH13	GH13_40	N	3
OPB37066.1	AA2(151-402)	N	N	N	1
OPB37089.1	GH47(104-568)	GH47	GH47	N	3
OPB37104.1	GH16(36-306)	N	N	N	1
OPB37159.1	CE16(28-311)	CE16	CE16	N	3
OPB37172.1	GH55(54-796)	GH55	GH55	N	3
OPB37177.1	CE5(78-244)	CE5	CE5	N	3
OPB37244.1	GH3(112-323)	GH3	GH3	N	3
OPB37282.1	GH18(13-231)	GH18	GH18	N	3
OPB37286.1	GH31(343-791)	GH31	GH31	N	3
OPB37319.1	GH63(588-799)	GH63	GH63	N	3
OPB37404.1	GH16(109-352)	GH16	GH16	N	3
OPB37420.1	GH76(29-403)	GH76	GH76	N	3
OPB37508.1	GH81(67-713)	GH81	GH81	N	3
OPB37528.1	GT21(51-360)	GT21	GT21	N	3
OPB37565.1	GH79(36-517)	GH79	GH79	N	3
OPB37570.1	AA11(18-216)	AA11	N	N	2
OPB37643.1	GH12(177-321)	N	N	N	1
OPB37644.1	GT2(223-399)	N	GT2	N	2
OPB37662.1	GH31(232-715)	GH31	GH31	N	3
OPB37664.1	GH2(99-723)	GH2	GH2	N	3
OPB37681.1	GT4(447-616)	N	GT4	N	2
OPB37700.1	GH18(38-307)	GH18	GH18	N	3
OPB37715.1	GH4(4-181)	GH4	GH4	N	3
OPB37723.1	GH125(404-620)	N	N	N	1
OPB37745.1	GT25(90-300)	GT25	N	N	2
OPB37747.1	GT48(849-1629)	GT48	GT48	N	3
OPB37748.1	GT24(1168-1415)	GT24	GT24	N	3
OPB37784.1	CE10(411-633)	N	N	N	1
OPB37808.1	GH2(4-743)	GH2	GH2	N	3
OPB37823.1	GH76(66-476)	GH76	GH76	N	3
OPB37839.1	GH18(19-342)	GH18	GH18	N	3
OPB37870.1	GT1(243-569)	GT1	GT1	N	3
OPB37892.1	GT90(572-844)	GT90	GT90	N	3
OPB37901.1	AA6(4-197)	AA6	N	N	2
OPB37932.1	AA7(36-214)	N	N	N	1
OPB37940.1	CE10(107-269)	N	N	N	1
OPB37942.1	AA7(74-480)	N	N	N	1
OPB37970.1	GT62(84-347)	GT62	GT62	N	3
OPB38047.1	CE10(46-323)	N	N	N	1
OPB38097.1	GH92(257-757)	GH92	GH92	N	3
OPB38105.1	GH3(107-331)	GH3	GH3	N	3
OPB38106.1	GH54(28-344)+CBM42(365-505)	GH54+CBM42	CBM42+GH54	N	3
OPB38154.1	GT33(54-467)	GT33	GT33	N	3
OPB38172.1	GT35(191-906)	GT35	GT35	N	3
OPB38179.1	CE16(25-324)	CE16	N	N	2
OPB38181.1	AA11(37-211)	AA11	N	N	2
OPB38186.1	GH76(25-396)	GH76	GH76	N	3
OPB38230.1	AA7(298-536)	N	N	N	1
OPB38302.1	GH16(38-300)	GH16	GH16	N	3
OPB38306.1	GH76(207-567)	GH76	GH76	N	3
OPB38390.1	GH132(57-314)	GH132	GH132	N	3
OPB38501.1	AA7(169-378)	N	N	N	1
OPB38507.1	AA3_2(8-599)	AA3	AA3	N	3
OPB38542.1	PL7_4(33-242)	N	N	N	1
OPB38565.1	GH128(45-278)	GH128	N	N	2
OPB38608.1	GH71(29-401)	GH71	GH71	N	3
OPB38614.1	CE10(65-377)	N	N	N	1
OPB38657.1	GH2(53-502)	GH2	GH2	N	3
OPB38659.1	GT2(116-254)	GT2	GT2	N	3
OPB38665.1	AA9(6-165)	AA9	N	N	2
OPB38703.1	CE3(64-264)	CE3	N	N	2
OPB38723.1	GT39(61-306)	GT39	GT39	N	3
OPB38773.1	GH13_40(33-393)	GH13	GH13_40	N	3
OPB38777.1	GH13_1(58-346)	N	GH13_1	N	2
OPB38785.1	AA3(37-523)	N	N	N	1
OPB38804.1	GH20(162-496)	GH20	GH20	N	3
OPB38838.1	GH17(425-691)	GH17	GH17	N	3
OPB38842.1	GT20(56-509)	N	GT20	N	2
OPB38870.1	AA7(115-565)	N	N	N	1
OPB38887.1	CE10(168-339)	N	N	N	1
OPB38903.1	CE10(115-279)	N	N	N	1
OPB38907.1	AA3(19-614)	N	AA3_2	N	2
OPB38913.1	GH55(69-837)	GH28+GH55	GH55	N	3
OPB38965.1	GH16(82-318)	GH16	N	N	2
OPB38966.1	GT34(153-417)	GT34	GT34	N	3
OPB38985.1	GH16(84-244)	GH16	N	N	2
OPB39001.1	GT62(75-338)	GT62	GT62	N	3
OPB39036.1	GH55(83-821)	GH28+GH55	GH55	N	3
OPB39055.1	GH3(87-308)	GH3	GH3	N	3
OPB39090.1	AA7(56-262)	N	N	N	1
OPB39098.1	GH65(406-769)	GH65	GH65	N	3
OPB39158.1	AA7(39-261)	AA7	AA7	N	3
OPB39167.1	CE4(105-236)	CE4+CBM18	N	N	2
OPB39242.1	GT66(21-662)	GT66	GT66	N	3
OPB39263.1	CE4(69-198)	CE4	N	N	2
OPB39276.1	AA11(21-215)	AA11	N	N	2
OPB39337.1	GH1(2-457)	GH1	GH1	N	3
OPB39391.1	GH89(65-726)	N	GH89	N	2
OPB39410.1	GH2(2-674)	GH2	GH2	N	3
OPB39446.1	GT2(844-936)	GT2	GT2	N	3
OPB39470.1	GH3(87-301)	GH3	GH3	N	3
OPB39511.1	GH37(143-706)	GH37	GH37	N	3
OPB39538.1	GH20(181-527)	GH20	GH20	N	3
OPB39625.1	GH132(143-445)	GH132	N	N	2
OPB39667.1	CE10(121-283)	N	N	N	1
OPB39724.1	GT39(64-302)	GT39	GT39	N	3
OPB39767.1	GH72(19-295)	GH72	GH72	N	3
OPB39808.1	GT4(214-354)	GT4	GT4	N	3
OPB39836.1	GH142(30-506)+CBM13(679-814)	N	CBM13	N	2
OPB39855.1	GH27(21-358)	GH27	GH27	N	3
OPB39895.1	GH125(86-520)	GH125	GH125	N	3
OPB39965.1	GH67(22-700)	GH67	GH67	N	3
OPB40018.1	GT15(75-352)	GT15	GT15	N	3
OPB40060.1	AA2(61-244)	N	N	N	1
OPB40095.1	GH18(470-794)+CBM24(817-893)	GH18+CBM18+CBM50	CBM18+CBM50+GH18	N	3
OPB40158.1	GT3(44-675)	GT3	GT3	N	3
OPB40324.1	CE10(52-317)	N	N	N	1
OPB40331.1	AA3(42-666)	AA3	AA3	N	3
OPB40352.1	CE5(32-237)	CE5+CBM1	CBM1+CE5	N	3
OPB40363.1	GH16(32-289)	GH16	GH16	N	3
OPB40394.1	GH128(42-280)	GH128	N	N	2
OPB40414.1	GT4(248-405)	N	GT4	N	2
OPB40417.1	PL8(386-629)	N	N	N	1
OPB40420.1	GH75(9-252)	GH75	N	N	2
OPB40469.1	AA3_2(4-528)	AA3+AA8	N	N	2
OPB40493.1	AA7(213-580)	N	N	N	1
OPB40513.1	GH18(27-278)	N	N	N	1
OPB40552.1	AA2(128-229)	AA2	AA2	N	3
OPB40590.1	GT15(18-212)	N	N	N	1
OPB40614.1	AA3(12-540)	AA3	AA3_2	N	3
OPB40629.1	GH18(33-325)	CBM1	CBM1+GH18	N	3
OPB40642.1	GH31(258-700)	GH31	GH31	N	3
OPB40649.1	GH88(3-299)	GH88	N	N	2
OPB40663.1	GH106(40-1022)	N	GH0	N	2
OPB40664.1	GH28(4-277)	GH28	N	N	2
OPB40690.1	GH10(51-344)	GH10	GH10	N	3
OPB40699.1	GH30_7(20-438)	GH30	GH30_7	N	3
OPB40700.1	GH67(7-682)	GH67	GH67	N	3
OPB40708.1	GH43_36(2-214)	GH43	N	N	2
OPB40745.1	GH88(76-409)	GH88	N	N	2
OPB40749.1	GH18(28-294)	GH18	CBM1+GH18	N	3
OPB40753.1	CE10(54-285)	N	N	N	1
OPB40759.1	GT8(39-273)	GT8	N	N	2
OPB40788.1	CE10(406-635)	N	N	N	1
OPB40798.1	CE5(47-137)	CE5	N	N	2
OPB40799.1	GH71(45-435)+CBM24(552-631)	GH71+CBM24	CBM24+GH71	N	3
OPB40801.1	GH62(5-198)	GH62	N	N	2
OPB40831.1	GH3(82-295)	GH3	GH3	N	3
OPB40840.1	GH3(184-432)	GH3	GH3	N	3
OPB40848.1	GH79(41-459)	N	N	N	1
OPB40850.1	GH78(84-670)	GH78	GH78	N	3
OPB40888.1	GH16(91-265)	GH16+CBM18	CBM18+GH16	N	3
OPB40898.1	GH71(25-396)+CBM24(462-539)	GH71	CBM24+GH71	N	3
OPB40911.1	AA3_2(8-576)	AA3	AA3_2	N	3
OPB40914.1	GH5_22(49-348)	GH5	GH5_22	N	3
OPB40919.1	GH95(27-769)	GH95	GH95	N	3
OPB40957.1	GH18(49-378)	GH18	GH18	N	3
OPB40989.1	GT15(115-417)	GT15	GT15	N	3
OPB41020.1	GT32(109-188)	GT32	GT32	N	3
OPB41026.1	GH30_3(65-487)	GH30	GH30_3	N	3
OPB41027.1	AA7(129-303)	N	N	N	1
OPB41037.1	GH88(4-333)	GH88	N	N	2
OPB41039.1	AA3(3-523)	AA3	N	N	2
OPB41061.1	GH18(543-890)	GH18+CBM18+CBM50	CBM18+CBM50+GH18	N	3
OPB41126.1	AA7(54-315)	N	N	N	1
OPB41158.1	CE10(39-314)	N	N	N	1
OPB41163.1	CE10(455-674)	N	N	N	1
OPB41176.1	GH2(11-686)	GH2	GH2	N	3
OPB41187.1	GH78(343-883)	GH78	GH78	N	3
OPB41188.1	GH3(90-311)	GH3	GH3	N	3
OPB41190.1	AA9(9-233)	AA9+CBM1	AA9+CBM1	N	3
OPB41191.1	GH16(29-279)	GH16	N	N	2
OPB41202.1	GH11(59-226)	GH11	N	N	2
OPB41212.1	GH54(22-336)+CBM42(354-493)	GH54+CBM42	CBM42+GH54	N	3
OPB41213.1	CE10(51-363)	N	N	N	1
OPB41235.1	AA3_3(14-650)	AA3	AA3_3	N	3
OPB41236.1	GH18(29-275)	GH18	CBM1+GH18	N	3
OPB41249.1	GT1(205-519)	GT1	GT1	N	3
OPB41257.1	AA1_2(36-376)	AA1	AA1_2	N	3
OPB41260.1	CE1(52-217)	CE1	N	N	2
OPB41264.1	GH16(73-241)	GH16	GH16	N	3
OPB41265.1	AA7(53-492)	N	N	N	1
OPB41309.1	GH75(7-251)	GH75	N	N	2
OPB41310.1	PL7_4(31-249)	PL7	N	N	2
OPB41313.1	GH3(168-381)	GH3	GH3	N	3
OPB41378.1	CE16(14-158)	N	N	N	1
OPB41381.1	GT90(283-563)	GT90	GT90	N	3
OPB41394.1	GH12(88-234)	GH12	GH12	N	3
OPB41400.1	GH37(56-631)	GH37	GH37	N	3
OPB41402.1	GT17(68-361)	GT17	GT17	N	3
OPB41446.1	GT57(65-296)+GT57(334-566)	GT57	GT57	N	3
OPB41463.1	GH27(13-355)	GH27	GH27	N	3
OPB41535.1	AA7(37-467)	AA7	N	N	2
OPB41561.1	CE10(138-385)	N	N	N	1
OPB41587.1	GT69(126-366)	GT69	N	N	2
OPB41632.1	GH35(52-383)	GH35	GH35	N	3
OPB41686.1	GH16(41-281)	GH16	N	N	2
OPB41708.1	AA7(29-419)	N	N	N	1
OPB41732.1	GH71(52-443)+CBM24(553-622)	GH71	CBM24+GH71	N	3
OPB41736.1	GH3(26-171)	GH3	GH3	N	3
OPB41737.1	GH18(31-268)	GH18	GH18	N	3
OPB41755.1	GH76(25-407)	GH76	GH76	N	3
OPB41758.1	GH25(27-206)	GH25	N	N	2
OPB41778.1	GT90(554-821)	GT90	GT90	N	3
OPB41826.1	GH3(34-245)	GH3	GH3	N	3
OPB41830.1	GH31(282-842)	GH31	GH31	N	3
OPB41843.1	GH28(79-413)	GH28	GH28	N	3
OPB41857.1	AA2(74-278)	N	N	N	1
OPB41880.1	GH93(43-297)	N	N	N	1
OPB41881.1	AA3_2(30-601)	AA3+AA8	AA3_2	N	3
OPB41934.1	GH15(282-659)	GH15	GH15	N	3
OPB41940.1	AA12(33-425)	AA12	AA12	N	3
OPB41941.1	GH47(98-557)	GH47	GH47	N	3
OPB41971.1	GH16(81-223)	GH16	N	N	2
OPB41973.1	GH92(256-764)	GH92	GH92	N	3
OPB42062.1	CE10(39-332)	N	N	N	1
OPB42102.1	GH5_24(152-466)	GH5	GH5_24	N	3
OPB42124.1	AA7(133-580)	N	N	N	1
OPB42192.1	CE10(131-288)	N	N	N	1
OPB42208.1	AA3(213-731)	AA3	N	N	2
OPB42213.1	GT22(5-395)	GT22	GT22	N	3
OPB42265.1	CE10(117-276)	N	N	N	1
OPB42282.1	GH5_7(60-335)	GH5+CBM1	CBM1+GH5_7	N	3
OPB42334.1	GH2(6-800)	GH2	GH2	N	3
OPB42339.1	GT90(352-622)	GT90	GT90	N	3
OPB42356.1	GH18(602-946)	GH18+CBM18+CBM50	CBM18+CBM50+GH18	N	3
OPB42362.1	AA7(32-235)	N	N	N	1
OPB42365.1	GH2(37-796)	GH2	GH2	N	3
OPB42382.1	AA1_2(41-378)	AA1	AA1_2	N	3
OPB42446.1	GH18(26-278)	GH18	GH18	N	3
OPB42448.1	GH128(231-443)	N	N	N	1
OPB42484.1	PL20(24-256)	PL20	PL20	N	3
OPB42498.1	GH15(95-494)+CBM20(561-648)	GH15+CBM20	CBM20+GH15	N	3
OPB42562.1	GH2(19-553)	GH2	GH2	N	3
OPB42582.1	CE5(28-222)	N	N	N	1
OPB42586.1	GH12(89-233)	GH12	N	N	2
OPB42654.1	GT2(12-181)	GT2	GT2	N	3
OPB42685.1	GH79(23-449)	GH79	N	N	2
OPB42689.1	GH92(265-784)	GH92	GH92	N	3
OPB42708.1	GH16(58-265)	GH16	GH16	N	3
OPB42709.1	GH55(29-723)	N	GH55	N	2
OPB42715.1	PL7_4(29-248)	PL7	N	N	2
OPB42759.1	GH43_14(32-311)	GH43	GH43_14	N	3
OPB42767.1	GH28(231-457)	GH28	N	N	2
OPB42786.1	GH75(13-228)	GH18+GH75	N	N	2
OPB42807.1	GH18(384-731)	GH18+CBM18+CBM50	CBM18+CBM50+GH18	N	3
OPB42821.1	CE10(124-270)	N	N	N	1
OPB42845.1	CBM21(320-428)	CBM21	CBM21	N	3
OPB42883.1	GH95(7-724)	GH95	GH95	N	3
OPB42884.1	GH28(203-454)	GH28	GH28	N	3
OPB42885.1	GH2(38-901)	GH2	GH2	N	3
OPB42947.1	AA5(607-1111)	AA5	AA5_1	N	3
OPB43020.1	GH38(335-594)	GH38	GH38	N	3
OPB43043.1	CE1(24-281)	CE0	N	N	2
OPB43060.1	GH16(98-317)	N	N	N	1
OPB43108.1	GT90(248-529)	GT90	GT90	N	3
OPB43151.1	GH72(17-332)	GH72	GH72	N	3
OPB43200.1	GH13_8(236-529)	GH13+CBM48	CBM48+GH13_8	N	3
OPB43275.1	GT15(89-359)	GT15	GT15	N	3
OPB43283.1	GT58(26-389)	GT58	GT58	N	3
OPB43332.1	CE10(101-244)	N	N	N	1
OPB43334.1	GH127(17-564)	GH127	GH127	N	3
OPB43347.1	CE3(1-195)	CE3+PL11	CE3+GH43_30	N	3
OPB43351.1	AA7(139-558)	N	AA7	N	2
OPB43366.1	CE10(29-331)	N	N	N	1
OPB43367.1	GH55(25-750)	GH28+GH55	GH55	N	3
OPB43374.1	GT64(95-335)	N	N	N	1
OPB43375.1	GT32(90-167)	N	N	N	1
OPB43395.1	CE10(101-245)	N	N	N	1
OPB43421.1	GH3(75-332)	GH3	GH3	N	3
OPB43431.1	GH5_5(96-394)	GH5+CBM1	CBM1+GH5_5	N	3
OPB43434.1	GH79(12-372)	N	N	N	1
OPB43436.1	GH105(47-369)	GH105	GH105	N	3
OPB43438.1	GH6(140-432)	GH6	CBM1+GH6	N	3
OPB43505.1	GH18(42-395)	GH18	GH18	N	3
OPB43534.1	CE10(80-354)	N	N	N	1
OPB43581.1	GT4(325-466)	GT4	GT4	N	3
OPB43657.1	GH114(89-283)	GH114	N	N	2
OPB43751.1	GH55(29-778)	GH28+GH55+AA5	GH55	N	3
OPB43763.1	GH2(34-825)	GH2	GH2	N	3
OPB43775.1	PL20(23-258)	PL20	N	N	2
OPB43779.1	GH30_7(19-456)	GH30	GH30_7	N	3
OPB43780.1	CE15(110-431)	CE15	CBM1+CE15	N	3
OPB43840.1	GH11(42-219)	GH11	GH11	N	3
OPB43865.1	GH27(88-315)	N	GH27	N	2
OPB43881.1	GH95(3-763)	GH95	GH95	N	3
OPB43898.1	GH76(13-384)	GH76	GH76	N	3
OPB44003.1	GT8(37-318)	GT8	GT8	N	3
OPB44039.1	GH13_40(29-389)	GH13	GH13_40	N	3
OPB44046.1	CE10(78-335)	N	N	N	1
OPB44070.1	GH76(24-390)	GH76	N	N	2
OPB44077.1	GH43(36-317)+CBM66(332-493)	GH43	CBM66+GH43_34	N	3
OPB44104.1	GH72(32-331)	GH72	GH72	N	3
OPB44116.1	GT62(99-362)	GT62	GT62	N	3
OPB44223.1	GT50(136-402)	GT50	GT50	N	3
OPB44331.1	GH55(31-758)	GH55	GH55	N	3
OPB44399.1	GT32(94-178)	GT32	GT32	N	3
OPB44416.1	GH47(36-578)	GH47	GH47	N	3
OPB44430.1	AA4(129-361)	N	N	N	1
OPB44477.1	AA7(77-497)	N	N	N	1
OPB44506.1	AA7(129-402)	N	N	N	1
OPB44519.1	GT20(20-551)	GT20	GT20	N	3
OPB44522.1	CE10(30-323)	N	N	N	1
OPB44548.1	GT64(105-349)	N	N	N	1
OPB44551.1	GH30_5(24-470)	GH30	GH30_5	N	3
OPB44552.1	GH5_31(42-314)	N	N	N	1
OPB44559.1	GT1(937-1353)	GT1	GT1	N	3
OPB44599.1	GH71(102-485)	N	N	N	1
OPB44608.1	CE1(50-247)	N	N	N	1
OPB44662.1	GH18(42-368)	GH18	GH18	N	3
OPB44704.1	GH76(21-388)	GH76	N	N	2
OPB44707.1	GH105(215-349)	N	N	N	1
OPB44723.1	GH3(59-271)	GH3	GH3	N	3
OPB44732.1	GH62(1-206)	GH62	N	N	2
OPB44751.1	AA7(321-630)	N	N	N	1
OPB44756.1	GH72(20-330)+CBM43(381-468)	GH72	CBM43+GH72	N	3
OPB44798.1	GH95(17-779)	GH95	GH95	N	3
OPB44809.1	GH30_3(55-475)	GH30	GH30_3	N	3
OPB44836.1	GH36(37-728)	GH36	GH36	N	3
OPB44848.1	GH47(102-586)	GH47	GH47	N	3
OPB44852.1	GH2(43-875)	GH2	GH2	N	3
OPB44855.1	GH55(29-757)	GH55	GH55	N	3
OPB44862.1	GH128(41-262)	GH128	N	N	2
OPB44863.1	GH5_15(63-368)	GH5	GH5_15	N	3
OPB44871.1	AA3(2-568)	AA3+AA8	AA3	N	3
OPB44891.1	AA3_2(29-572)	AA3	AA3_2	N	3
OPB44894.1	GH72(20-331)+CBM43(381-467)	GH72	CBM43+GH72	N	3
OPB44908.1	GT32(112-193)	N	N	N	1
OPB45046.1	GT8(9-224)	GT8	GT8	N	3
OPB45066.1	AA7(58-256)	N	N	N	1
OPB45100.1	GT71(151-407)	GT71	GT71	N	3
OPB45112.1	AA3_2(10-579)	AA3+AA8	AA3_2	N	3
OPB45146.1	GT22(27-507)	GT22	GT22	N	3
OPB45203.1	AA7(32-228)	N	N	N	1
OPB45226.1	GH76(31-397)	GH76	GH76	N	3
OPB45234.1	GH16(149-437)	GH16	GH16	N	3
OPB45248.1	GH47(116-587)	GH47	GH47	N	3
OPB45311.1	GT32(108-189)	GT32	GT32	N	3
OPB45341.1	AA1_3(61-383)	AA1	AA1_3	N	3
OPB45367.1	CE3(44-284)	CE0	N	N	2
OPB45393.1	GH71(22-402)	GH71	N	N	2
OPB45421.1	GH64(68-443)	GH64	GH64	N	3
OPB45428.1	AA7(3-397)	AA7	N	N	2
OPB45433.1	GH18(34-309)	CBM1	CBM1+GH18	N	3
OPB45439.1	CE10(62-325)	N	N	N	1
OPB45453.1	GH95(18-764)	GH95	GH95	N	3
OPB45471.1	GH92(265-783)	GH92	GH92	N	3
OPB45477.1	CE10(116-263)	N	N	N	1
OPB45480.1	CE1(25-283)	N	N	N	1
OPB45498.1	AA7(56-262)	N	N	N	1
OPB45516.1	GH18(24-374)	GH18+CBM18+CBM50	CBM18+GH18	N	3
OPB45538.1	GH71(42-423)	GH71	CBM24+GH71	N	3
OPB45584.1	GH13_40(29-379)	GH13	GH13	N	3
OPB45589.1	CE4(141-270)	CE4	N	N	2
OPB45591.1	AA3_3(10-613)	AA3	AA3_3	N	3
OPB45592.1	GH75(6-230)	GH75	N	N	2
OPB45603.1	GH3(69-291)	GH3	GH3	N	3
OPB45605.1	GH20(206-549)	GH20	GH20	N	3
OPB45613.1	GH92(280-781)	GH92	GH92	N	3
OPB45635.1	GH7(19-442)	GH7	CBM1+GH7	N	3
OPB45639.1	GH30_7(25-463)	GH30	GH30_7	N	3
OPB45644.1	AA7(8-465)	N	N	N	1
OPB45653.1	CE3(1-156)	N	N	N	1
OPB45654.1	AA3_2(9-603)	AA3	AA3_2	N	3
OPB45659.1	GH10(28-321)	GH10	N	N	2
OPB45666.1	AA7(64-498)	N	N	N	1
OPB45685.1	CE10(174-590)	N	N	N	1
OPB45720.1	GT4(231-401)	GT4	GT4	N	3
OPB45782.1	GH55(104-872)	GH55	GH55	N	3
OPB45807.1	GH125(89-486)	GH125	GH125	N	3
OPB45818.1	AA2(69-240)	N	N	N	1
OPB45882.1	GH75(13-231)	GH75	GH75	N	3
OPB45888.1	CE10(17-307)	N	N	N	1
OPB45931.1	CE10(124-266)	N	N	N	1
OPB45960.1	GH16(69-246)	N	GH16	N	2
OPB45961.1	GH64(3-377)	GH64	GH64	N	3
OPB46012.1	GH16(26-216)	N	N	N	1
OPB46013.1	GH39(101-263)	GH39	N	N	2
OPB46017.1	GH11(57-225)	GH11	N	N	2
OPB46019.1	GH28(56-377)	GH28	GH28	N	3
OPB46032.1	CE10(80-230)	N	N	N	1
OPB46044.1	CE10(20-294)	N	N	N	1
OPB46045.1	AA7(37-461)	AA7	N	N	2
OPB46073.1	CE10(107-251)	N	N	N	1
OPB46103.1	GH18(33-270)	GH18	GH18	N	3
OPB46145.1	AA7(123-301)	N	N	N	1
OPB46178.1	CE3(88-282)	CE3	CE3	N	3
OPB46190.1	GH105(47-331)	N	N	N	1
OPB46211.1	AA2(68-246)	N	N	N	1
OPB46214.1	CE5(29-234)	CE5	N	N	2
OPB46229.1	GH64(57-430)	GH64	GH64	N	3
OPB46257.1	GT34(66-291)	GT34	N	N	2
OPB46276.1	GH5_5(24-317)	GH5	GH5_5	N	3
OPB46282.1	AA7(131-332)	N	N	N	1
OPB46284.1	AA3_2(3-592)	N	AA3_2	N	2
OPB46293.1	GT69(1-105)	GT69	N	N	2
OPB46304.1	GH11(57-220)	GH11	N	N	2
OPB46329.1	AA7(76-275)	N	N	N	1
OPB46331.1	AA7(30-182)	N	N	N	1
OPB46338.1	GT32(123-198)	GT32	N	N	2
OPB46374.1	GH18(33-303)	GH18	GH18	N	3
OPB46444.1	GH24(108-250)	GH24	N	N	2
OPB46453.1	CE10(121-299)	N	N	N	1
OPB46497.1	GH74(88-184)	GH74	CBM1+GH74	N	3
OPB46505.1	AA7(89-511)	AA7	N	N	2
OPB46541.1	GH28(112-438)	GH28	GH28	N	3
OPB46546.1	GH5_15(99-401)	GH5	GH5_15	N	3
OPB46551.1	CE4(43-147)	N	N	N	1
OPB46560.1	AA3_2(6-564)	AA3	AA3_2	N	3
OPB46594.1	GH45(26-226)	GH45	N	N	2
OPB46655.1	AA9(7-233)	AA9	N	N	2
OPB46663.1	GT1(79-444)	N	GT1	N	2
OPB46664.1	AA7(35-227)	N	N	N	1
OPB46675.1	GT57(16-493)	GT57	GT57	N	3
OPB46745.1	AA7(129-339)	N	N	N	1
OPB46764.1	CE10(419-686)	N	N	N	1
OPB46869.1	AA4(3-220)	N	N	N	1
OPB46874.1	GH47(164-657)	GH47	GH47	N	3
OPB46878.1	GT39(117-361)	GT39	GT39	N	3
OPB46879.1	GT69(63-318)	GT69	GT69	N	3
OPB46992.1	GT22(27-451)	GT22	GT22	N	3
OPB47034.1	GT20(158-615)	GT20	GT20	N	3
OPB47086.1	GH13_25(1088-1541)	GH133	GH133+GH13_25	N	3
OPB47137.1	GH92(344-850)	GH92	GH92	N	3
OPB47148.1	GT59(68-610)	GT59	GT59	N	3
OPB47151.1	CE10(36-298)	N	N	N	1
OPB47165.1	GH93(45-348)	N	GH93	N	2
OPB40797.1	N	CE5	N	N	1
OPB39876.1	N	GH0	GH0	N	2
OPB42181.1	N	GH12	N	N	1
OPB38054.1	N	GH17	N	N	1
OPB41331.1	N	GH17	GH17	N	2
OPB37059.1	N	GH17	N	N	1
OPB41571.1	N	GH18	N	N	1
OPB46961.1	N	GH27	GH27	N	2
OPB44301.1	N	GH36	GH36	N	2
OPB44482.1	N	GH38	GH38	N	2
OPB43333.1	N	GH39	GH39	N	2
OPB36161.1	N	GH39	GH39	N	2
OPB42865.1	N	AA1	AA1	N	2
OPB46140.1	N	AA1	AA1	N	2
OPB45593.1	N	AA1	AA1	N	2
OPB40308.1	N	AA1	AA1	N	2
OPB43868.1	N	AA2	AA2	N	2
OPB46393.1	N	AA5	N	N	1
OPB42171.1	N	AA8	N	N	1
OPB37147.1	N	AA8	N	N	1
OPB39868.1	N	AA8	N	N	1
OPB46356.1	N	AA8	N	N	1
