Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
KAF3060169.1	GH27(21-358)	GH27	GH27	N	3
KAF3060175.1	GT39(64-302)	GT39	GT39	N	3
KAF3060196.1	GT4(214-354)	GT4	GT4	N	3
KAF3060215.1	GH72(19-295)	GH72	GH72	N	3
KAF3060249.1	GH142(30-506)+CBM13(679-814)	N	CBM13	N	2
KAF3060260.1	GT2_Chitin_synth_1(519-681)+GT2_Chitin_synth_2(659-872)	GT2	GT2	N	3
KAF3060403.1	GT1(243-569)	GT1	GT1	N	3
KAF3060417.1	GH76(66-476)	GH76	GH0	N	3
KAF3060465.1	GH2(4-745)	GH2	GH2	N	3
KAF3060476.1	AA6(4-197)	AA6	N	N	2
KAF3060488.1	GT90(694-966)	GT90	GT90	N	3
KAF3060495.1	GT24(1168-1415)	GT24	GT24	N	3
KAF3060496.1	GT48(849-1629)	GT48	GT48	N	3
KAF3060500.1	GT25(90-300)	GT25	N	N	2
KAF3060515.1	GH18(19-342)	GH18	GH18	N	3
KAF3060523.1	CE10(410-632)	N	N	N	1
KAF3060621.1	GT4(447-616)	N	GT4	N	2
KAF3060648.1	GH79(36-517)	GH79	GH79	N	3
KAF3060683.1	GT21(51-360)	GT21	GT21	N	3
KAF3060695.1	GH1(165-617)	N	GH1	N	2
KAF3060727.1	GH12(177-321)	N	GH12	N	2
KAF3060787.1	AA11(18-216)	AA11	N	N	2
KAF3060790.1	GT2_Glyco_tranf_2_3(232-465)	N	GT2	N	2
KAF3060811.1	GH125(455-671)	N	N	N	1
KAF3060834.1	GH4(4-181)	GH4	GH4	N	3
KAF3060846.1	GH18(38-307)	GH18	GH18	N	3
KAF3060878.1	GH31(232-715)	GH31	GH31	N	3
KAF3060880.1	GH2(99-723)	GH2	GH2	N	3
KAF3062516.1	CE10(60-320)	N	N	N	1
KAF3062561.1	AA3_2(44-663)	AA3	AA3	N	3
KAF3062715.1	GT3(37-668)	GT3	GT3	N	3
KAF3062896.1	CE10(26-293)	N	N	N	1
KAF3062905.1	AA3_2(3-545)	N	AA3_2	N	2
KAF3062908.1	CE1(20-265)	N	N	N	1
KAF3062928.1	GH95(27-769)	GH95	GH95	N	3
KAF3062960.1	AA3_2(10-576)	AA3	AA3_2	N	3
KAF3062964.1	GH5_22(50-348)	GH5	GH5_22	N	3
KAF3062965.1	AA7(129-306)	N	N	N	1
KAF3062972.1	GH30_3(66-486)	GH30	GH30_3	N	3
KAF3063033.1	GH18(49-378)	N	GH18	N	2
KAF3063036.1	GH18(543-890)	GH18+CBM18+CBM50	CBM18	N	3
KAF3063075.1	GH18(527-885)	GH18+CBM18+CBM50	CBM18	N	3
KAF3063078.1	GH43_13(22-314)	N	GH43_13	N	2
KAF3063085.1	GH88(106-493)	GH88	GH88	N	3
KAF3063092.1	GT15(115-417)	GT15	GT15	N	3
KAF3063109.1	GT32(109-188)	GT32	GT32	N	3
KAF3063201.1	AA4(129-362)	N	N	N	1
KAF3063228.1	AA7(77-497)	N	N	N	1
KAF3063266.1	GH30_5(25-470)	GH30	GH30_5	N	3
KAF3063268.1	GH5_31(42-314)	N	N	N	1
KAF3063270.1	GT64(105-349)	N	GT64	N	2
KAF3063287.1	CE10(21-323)	N	N	N	1
KAF3063299.1	GT32(212-296)	GT32	GT32	N	3
KAF3063305.1	AA7(129-402)	N	N	N	1
KAF3063337.1	GH55(31-758)	GH55	GH55	N	3
KAF3063357.1	GH47(70-612)	GH47	GH47	N	3
KAF3063360.1	GT2_Glyco_tranf_2_3(74-309)	N	GT2	N	2
KAF3063402.1	CE10(130-305)	N	N	N	1
KAF3063404.1	GH38(287-547)	GH38	GH38	N	3
KAF3063416.1	GT1(937-1353)	GT1	GT1	N	3
KAF3063463.1	GT20(20-551)	GT20	GT20	N	3
KAF3065387.1	AA7(59-269)	N	N	N	1
KAF3065394.1	GH2(42-806)	GH2	GH2	N	3
KAF3065423.1	AA7(117-310)	N	N	N	1
KAF3065454.1	GT20(152-631)	N	GT20	N	2
KAF3065456.1	GH17(421-687)	GH17	GH17	N	3
KAF3065503.1	GH13_40(33-393)	GH13	GH13_40	N	3
KAF3065534.1	GH13_1(58-346)	N	GH13_1	N	2
KAF3065585.1	CE10(119-279)	N	N	N	1
KAF3065589.1	AA3_2(21-613)	N	AA3_2	N	2
KAF3065601.1	CE10(140-316)	N	N	N	1
KAF3065636.1	GT39(61-315)	GT39	GT39	N	3
KAF3065649.1	AA3(105-672)	N	N	N	1
KAF3065666.1	GH20(162-496)	GH20	GH20	N	3
KAF3065725.1	GH3(71-278)	GH3	GH3	N	3
KAF3065726.1	GH3(96-344)	GH3	GH3	N	3
KAF3065741.1	GH55(69-837)	GH28+GH55	GH55	N	3
KAF3065988.1	CE1(25-283)	N	N	N	1
KAF3066006.1	GH47(116-587)	GH47	GH47	N	3
KAF3066012.1	GH76(31-397)	GH76	GH76	N	3
KAF3066018.1	GH92(265-783)	GH92	GH92	N	3
KAF3066026.1	AA7(32-228)	N	N	N	1
KAF3066047.1	AA1_3(62-378)	AA1	AA1_3	N	3
KAF3066059.1	GT2_Glyco_trans_2_3(513-722)	GT0	GT0	N	3
KAF3066088.1	GH95(62-354)+GH95(364-736)	GH95	GH95	N	3
KAF3066100.1	GH16(149-437)	GH16	GH16	N	3
KAF3066110.1	GH71(22-402)	GH71	N	N	2
KAF3066120.1	GH18(34-309)	N	CBM1	N	2
KAF3066123.1	CE10(62-325)	N	N	N	1
KAF3066135.1	AA7(41-509)	N	N	N	1
KAF3066172.1	GT32(108-189)	GT32	GT32	N	3
KAF3066199.1	CE10(96-263)	N	N	N	1
KAF3066204.1	GT8(13-175)	N	N	N	1
KAF3066283.1	CE3(29-269)	CE0	N	N	2
KAF3066298.1	GH64(68-443)	GH64	GH64	N	3
KAF3066619.1	AA3(29-620)	AA3+AA8	AA3	N	3
KAF3066634.1	GH2(43-875)	GH2	GH2	N	3
KAF3066637.1	GH55(29-757)	GH55	GH55	N	3
KAF3066650.1	GH36(37-728)	GH36	GH36	N	3
KAF3066706.1	AA7(58-256)	N	N	N	1
KAF3066733.1	AA3_2(29-583)	AA3	AA3_2	N	3
KAF3066759.1	GT32(112-193)	N	N	N	1
KAF3066808.1	AA7(41-462)	N	N	N	1
KAF3066811.1	GH72(20-330)+CBM43(381-468)	GH72	CBM43	N	3
KAF3066830.1	GT8(9-223)	GT8	GT8	N	3
KAF3066838.1	GH5_15(82-387)	GH5	GH5_15	N	3
KAF3066839.1	GH128(41-262)	GH128	N	N	2
KAF3066846.1	GH95(17-779)	GH95	GH95	N	3
KAF3066857.1	GH47(100-588)	GH47	GH47	N	3
KAF3066887.1	GH30_3(57-474)	GH30	GH30_3	N	3
KAF3066925.1	GH72(20-331)+CBM43(381-467)	GH72	CBM43	N	3
KAF3067579.1	CE10(121-360)	N	N	N	1
KAF3067582.1	GH75(13-231)	GH75	GH75	N	3
KAF3067604.1	CE10(108-290)	N	N	N	1
KAF3067618.1	GH18(167-528)	GH18+CBM18	CBM18	N	3
KAF3067666.1	GH125(93-503)	GH125	GH125	N	3
KAF3067686.1	AA2(69-243)	N	N	N	1
KAF3067717.1	GH55(104-872)	GH55	GH55	N	3
KAF3067799.1	CE10(13-307)	N	N	N	1
KAF3067810.1	CE10(174-590)	N	N	N	1
KAF3067844.1	GT4(266-441)	GT4	GT4	N	3
KAF3067903.1	CE10(78-408)	N	N	N	1
KAF3068034.1	GT1(5-413)	GT1	GT1	N	3
KAF3068059.1	CE10(137-410)	N	N	N	1
KAF3068083.1	GT69(202-456)	N	GT69	N	2
KAF3068088.1	GT20(15-478)	GT20	GT20	N	3
KAF3068150.1	GH47(230-1166)	GH47	GH47	N	3
KAF3068182.1	GH18(7-355)	GH18	GH18	N	3
KAF3068280.1	GT90(364-649)	GT90	GT90	N	3
KAF3068503.1	AA3_2(8-599)	AA3	AA3_2	N	3
KAF3068516.1	GH128(45-278)	GH128	N	N	2
KAF3068526.1	AA9(8-231)	AA9	AA9	N	3
KAF3068656.1	AA3_2(32-396)	N	N	N	1
KAF3068669.1	CE10(73-377)	N	N	N	1
KAF3068725.1	AA7(191-400)	N	N	N	1
KAF3068740.1	PL7_4(33-242)	N	N	N	1
KAF3068746.1	GH71(29-401)	GH71	GH71	N	3
KAF3068812.1	CE3(64-264)	CE3	N	N	2
KAF3068824.1	GH2(67-515)	N	GH2	N	2
KAF3068855.1	GH132(57-314)	GH132	GH132	N	3
KAF3068875.1	GT2_Glycos_transf_2(116-256)	GT2	GT2	N	3
KAF3069136.1	GH12(89-233)	GH12	N	N	2
KAF3069142.1	CE5(28-222)	N	N	N	1
KAF3069209.1	GH92(265-788)	GH92	GH92	N	3
KAF3069235.1	GH55(28-723)	N	GH55	N	2
KAF3069241.1	GH16(58-269)	N	GH16	N	2
KAF3069282.1	CE10(32-335)	N	N	N	1
KAF3069321.1	AA1_2(42-377)	AA1	AA1_2	N	3
KAF3069335.1	GH2(19-552)	GH2	GH2	N	3
KAF3069373.1	GH15(90-489)+CBM20(556-643)	GH15	CBM20	N	3
KAF3069381.1	PL20(24-256)	PL20	PL20	N	3
KAF3069401.1	GH18(26-279)	GH18	GH18	N	3
KAF3069406.1	GH128(231-443)	N	N	N	1
KAF3069428.1	GH18(36-329)	CBM1	CBM1	N	3
KAF3069455.1	GH79(23-451)	GH79	GH79	N	3
KAF3069476.1	PL7_4(29-248)	N	N	N	1
KAF3069480.1	GT2_Glycos_transf_2(12-181)	GT2	GT2	N	3
KAF3069554.1	GH43_14(1-208)	GH43	GH43_14	N	3
KAF3069908.1	GH30_7(21-457)	GH30	GH30_7	N	3
KAF3069922.1	AA7(124-583)	N	N	N	1
KAF3069937.1	GH154(21-364)	N	GH154	N	2
KAF3069938.1	GH88(98-462)	GH88	GH88	N	3
KAF3070000.1	GH75(9-252)	GH75	GH75	N	3
KAF3070004.1	PL8_4(386-628)	N	PL8_4	N	2
KAF3070044.1	AA3(12-540)	AA3	AA3_2	N	3
KAF3070056.1	GH128(42-280)	GH128	GH128	N	3
KAF3070067.1	GT15(46-243)	N	N	N	1
KAF3070111.1	GH18(27-274)	N	N	N	1
KAF3070142.1	GH10(51-344)	GH10	GH10	N	3
KAF3070149.1	CE5(32-237)	CE5	CBM1	N	3
KAF3070159.1	GH16(32-289)	GH16	GH16	N	3
KAF3070172.1	GH31(258-700)	GH31	GH31	N	3
KAF3070182.1	AA3_2(5-549)	AA8	N	N	2
KAF3070189.1	GH28(218-432)	N	N	N	1
KAF3070195.1	GH106(40-1022)	N	GH106	N	2
KAF3070215.1	GT4(248-405)	N	GT4	N	2
KAF3070226.1	GH18(33-331)	N	CBM1	N	2
KAF3070229.1	GH67(7-682)	GH67	GH67	N	3
KAF3070242.1	AA2(128-229)	AA2	N	N	2
KAF3071330.1	GH5_9(384-707)	GH5	GH5_9	N	3
KAF3071346.1	GH115(20-630)	GH115	GH115	N	3
KAF3071356.1	GH18(31-268)	GH18	GH18	N	3
KAF3071359.1	GH3(119-340)	GH3	GH3	N	3
KAF3071384.1	GH76(26-407)	GH76	GH76	N	3
KAF3071503.1	CE9(18-408)	CE9	CE9	N	3
KAF3071504.1	GH3(86-311)	N	GH3	N	2
KAF3071532.1	GH16(96-336)	GH16	GH16	N	3
KAF3071536.1	AA7(28-438)	N	N	N	1
KAF3071542.1	GH93(43-297)	N	N	N	1
KAF3071543.1	AA3_2(30-600)	AA3+AA8	AA3_2	N	3
KAF3071544.1	AA2(74-222)	N	N	N	1
KAF3071564.1	GH3(34-245)	GH3	GH3	N	3
KAF3071604.1	CE10(136-413)	N	N	N	1
KAF3071617.1	CE10(79-336)	N	N	N	1
KAF3071629.1	CE10(115-273)	N	N	N	1
KAF3071643.1	GT90(587-854)	GT90	GT90	N	3
KAF3071689.1	GH28(98-450)	GH28	GH28	N	3
KAF3071706.1	GH71(52-443)+CBM24(548-610)	GH71	CBM24	N	3
KAF3071716.1	GH25(26-205)	GH25	N	N	2
KAF3071781.1	GH81(46-718)	GH81	GH81	N	3
KAF3071783.1	GH31(283-843)	GH31	GH31	N	3
KAF3071831.1	CE10(85-352)	N	N	N	1
KAF3071839.1	GH92(256-764)	GH92	GH92	N	3
KAF3071842.1	GH16(81-223)	GH16	GH16	N	3
KAF3071847.1	CE8(33-302)	CE8	CE8	N	3
KAF3071848.1	GH5_7(63-335)	GH5	CBM1	N	3
KAF3071930.1	CE10(38-332)	N	N	N	1
KAF3071966.1	GT90(424-689)	GT90	GT90	N	3
KAF3072024.1	GT22(7-415)	GT22	GT22	N	3
KAF3072102.1	GH5_24(152-465)	GH5	GH5_24	N	3
KAF3072116.1	AA7(132-305)	N	N	N	1
KAF3072183.1	GH2(6-801)	GH2	GH2	N	3
KAF3072188.1	CE10(131-285)	N	N	N	1
KAF3072194.1	AA3_1(213-731)	N	AA3_1	N	2
KAF3072253.1	GH92(257-757)	GH92	GH92	N	3
KAF3072261.1	GT62(84-347)	GT62	GT62	N	3
KAF3072285.1	GT33(54-467)	GT33	GT33	N	3
KAF3072310.1	GT35(230-945)	GT35	GT35	N	3
KAF3072344.1	GH16(41-303)	GH16	GH16	N	3
KAF3072414.1	GT2_Chitin_synth_1(138-297)	N	GT2	N	2
KAF3072420.1	GT2_Chitin_synth_2(1205-1712)	GT2	GT2	N	3
KAF3072443.1	CE10(43-323)	N	N	N	1
KAF3072484.1	GT2_Chitin_synth_2(263-551)	N	GT2	N	2
KAF3072491.1	GH3(107-331)	GH3	GH3	N	3
KAF3072492.1	GH54(28-344)+CBM42(365-505)	GH54+CBM42	CBM42	N	3
KAF3072538.1	GH76(207-567)	GH76	GH76	N	3
KAF3072566.1	CE16(25-310)	CE16	N	N	2
KAF3072568.1	AA11(37-211)	AA11	N	N	2
KAF3072573.1	GH76(25-396)	GH76	GH76	N	3
KAF3072606.1	AA7(300-542)	N	N	N	1
KAF3072658.1	GT2_Chitin_synth_2(1047-1552)	GT2	GT2	N	3
KAF3072791.1	GT69(185-425)	GT69	GT69	N	3
KAF3072870.1	GH26(129-261)	N	N	N	1
KAF3072871.1	GH2(6-667)	GH2	GH2	N	3
KAF3072880.1	GH78(303-841)	N	GH78	N	2
KAF3072908.1	GH37(56-631)	GH37	GH37	N	3
KAF3072932.1	GH18(29-274)	GH18	CBM1	N	3
KAF3072933.1	AA3_3(14-650)	AA3	AA3_3	N	3
KAF3072944.1	GH27(13-355)	GH27	GH27	N	3
KAF3072956.1	AA1_2(37-376)	AA1	AA1_2	N	3
KAF3072964.1	GT1(205-520)	GT1	GT1	N	3
KAF3072968.1	CE16(30-253)	N	N	N	1
KAF3072971.1	GT57(109-340)+GT57(378-610)	GT57	GT57	N	3
KAF3072992.1	GH11(59-226)	GH11	N	N	2
KAF3073021.1	CE10(75-318)	N	N	N	1
KAF3073022.1	GH54(22-336)+CBM42(354-493)	GH54+CBM42	CBM42	N	3
KAF3073026.1	GT20(99-532)	N	N	N	1
KAF3073040.1	PL7_4(31-249)	N	N	N	1
KAF3073043.1	GH75(8-251)	GH75	N	N	2
KAF3073053.1	GH35(52-387)	GH35	GH35	N	3
KAF3073082.1	GH3(168-381)	GH3	GH3	N	3
KAF3073103.1	CE10(138-385)	N	N	N	1
KAF3073119.1	AA7(37-467)	N	N	N	1
KAF3073140.1	GH2(11-686)	GH2	GH2	N	3
KAF3073148.1	GH26(118-247)	N	N	N	1
KAF3073160.1	CE10(453-674)	N	N	N	1
KAF3073168.1	GH16(73-241)	GH16	GH16	N	3
KAF3073198.1	AA9(9-233)	AA9	AA9	N	3
KAF3073199.1	GH16(29-279)	N	N	N	1
KAF3073206.1	GH3(90-311)	GH3	GH3	N	3
KAF3073231.1	GT17(68-361)	GT17	GT17	N	3
KAF3073258.1	GT90(683-963)	GT90	GT90	N	3
KAF3073262.1	CE1(52-217)	N	N	N	1
KAF3073263.1	CBM13(7-144)	N	N	N	1
KAF3073268.1	AA7(53-492)	N	N	N	1
KAF3073275.1	GH12(88-217)	GH12	GH12	N	3
KAF3073311.1	GT2_Chitin_synth_1(213-381)+GT2_Chitin_synth_2(358-569)	GT2	GT2	N	3
KAF3073318.1	GH11(42-219)	GH11	GH11	N	3
KAF3073346.1	GH95(3-762)	N	GH95	N	2
KAF3073359.1	PL20(23-258)	PL20	N	N	2
KAF3073361.1	GH43_34(36-315)+CBM66(333-493)	GH43	CBM66	N	3
KAF3073470.1	CE15(110-431)	CE15	CBM1	N	3
KAF3073539.1	GT8(514-784)	GT8	GT8	N	3
KAF3073619.1	GT62(99-362)	GT62	GT62	N	3
KAF3073676.1	GH76(31-402)	GH76	GH76	N	3
KAF3073686.1	GH27(111-337)	N	GH27	N	2
KAF3073769.1	CE10(114-318)	N	N	N	1
KAF3073780.1	GH30_7(20-456)	GH30	GH30_7	N	3
KAF3073792.1	GT50(136-402)	GT50	GT50	N	3
KAF3073800.1	GH2(26-826)	GH2	GH2	N	3
KAF3073824.1	GH13_40(30-389)	GH13	GH13_40	N	3
KAF3073864.1	GH72(32-331)	GH72	GH72	N	3
KAF3073890.1	GH76(24-390)	GH76	GH76	N	3
KAF3073907.1	GT2_Chitin_synth_1(247-409)	GT2	GT2	N	3
KAF3073951.1	GH11(57-220)	GH11	GH11	N	3
KAF3073983.1	AA3_2(3-592)	N	AA3_2	N	2
KAF3074104.1	CE10(121-348)	N	N	N	1
KAF3074151.1	GH39(135-299)	GH39	GH39	N	3
KAF3074153.1	GH16(26-216)	N	N	N	1
KAF3074195.1	AA7(91-513)	N	N	N	1
KAF3074200.1	GH105(42-326)	N	N	N	1
KAF3074219.1	GT32(123-198)	GT32	GT32	N	3
KAF3074227.1	GH64(3-377)	GH64	GH64	N	3
KAF3074229.1	CE5(29-234)	CE5	N	N	2
KAF3074230.1	AA2(68-212)	N	N	N	1
KAF3074240.1	GH64(64-438)	GH64	GH64	N	3
KAF3074269.1	GT69(104-345)	GT69	GT69	N	3
KAF3074273.1	CE10(68-331)	N	N	N	1
KAF3074308.1	AA7(135-336)	N	N	N	1
KAF3074321.1	AA7(72-502)	N	N	N	1
KAF3074322.1	GH11(57-225)	GH11	GH11	N	3
KAF3074323.1	GH5_5(24-316)	GH5	GH5_5	N	3
KAF3074346.1	GH18(33-270)	GH18	GH18	N	3
KAF3074362.1	GH18(33-303)	GH18	GH18	N	3
KAF3074368.1	AA7(37-460)	AA7	N	N	2
KAF3074369.1	CE10(52-310)	N	N	N	1
KAF3074384.1	GH16(117-300)	N	GH16	N	2
KAF3074425.1	CE3(88-282)	CE3	CE3	N	3
KAF3074479.1	GH24(108-250)	GH24	N	N	2
KAF3074486.1	GH74(89-185)	GH74	CBM1	N	3
KAF3074491.1	AA7(123-312)	N	N	N	1
KAF3074525.1	GH28(56-377)	GH28	GH28	N	3
KAF3074551.1	AA7(78-255)	N	N	N	1
KAF3074559.1	GT34(66-291)	GT34	GT34	N	3
KAF3074663.1	GH38(354-612)	GH38	GH38	N	3
KAF3074691.1	CBM21(320-428)	CBM21	CBM21	N	3
KAF3074701.1	GT90(248-529)	GT90	GT90	N	3
KAF3074733.1	GH18(532-878)	GH18+CBM18+CBM50	CBM18	N	3
KAF3074754.1	GH16(97-317)	N	N	N	1
KAF3074758.1	CE1(164-421)	N	N	N	1
KAF3074788.1	GH95(7-727)	GH95	GH95	N	3
KAF3074789.1	GH28(204-454)	GH28	GH28	N	3
KAF3074790.1	GH2(40-901)	GH2	GH2	N	3
KAF3074825.1	AA5(607-1111)	AA5	AA5_1	N	3
KAF3074861.1	GH28(231-457)	GH28	GH28	N	3
KAF3074874.1	GH55(33-773)	GH28+GH55	GH55	N	3
KAF3074898.1	GH75(13-228)	GH75	N	N	2
KAF3074910.1	GH16(81-318)	GH16	GH16	N	3
KAF3074913.1	GT34(153-417)	GT34	GT34	N	3
KAF3074929.1	GH16(84-244)	GH16	GH16	N	3
KAF3074949.1	GT62(75-338)	GT62	GT62	N	3
KAF3074966.1	GH72(15-330)	GH72	GH72	N	3
KAF3075065.1	AA1_2(181-545)	AA1	AA1	N	3
KAF3075187.1	GH3(94-315)	GH3	GH3	N	3
KAF3075239.1	AA7(55-262)	N	N	N	1
KAF3075274.1	GH1(18-475)	GH1	GH1	N	3
KAF3075289.1	GT2_Chitin_synth_2(302-655)	N	GT2	N	2
KAF3075290.1	CE4(105-236)	CE4	CBM18	N	3
KAF3075342.1	GH3(87-301)	GH3	GH3	N	3
KAF3075448.1	GH20(181-527)	GH20	GH20	N	3
KAF3075461.1	GT66(21-662)	GT66	GT66	N	3
KAF3075474.1	GT2_Chitin_synth_2(651-1174)	GT2	GT2	N	3
KAF3075499.1	CE4(562-693)	CE4	CE4	N	3
KAF3075510.1	GH2(2-675)	GH2	GH2	N	3
KAF3075602.1	AA11(21-214)	AA11	N	N	2
KAF3075647.1	AA7(39-261)	AA7	AA7	N	3
KAF3075682.1	GH132(136-438)	GH132	GH132	N	3
KAF3075734.1	GH89(65-726)	N	GH89	N	2
KAF3075759.1	GH37(156-719)	GH37	GH37	N	3
KAF3075772.1	GH65(406-769)	GH65	GH65	N	3
KAF3075882.1	CE10(36-297)	N	N	N	1
KAF3075884.1	GT59(68-610)	GT59	GT59	N	3
KAF3075941.1	GT15(89-359)	GT15	GT15	N	3
KAF3075971.1	CE3(62-259)	CE3	CE3	N	3
KAF3076022.1	GT64(95-339)	N	N	N	1
KAF3076023.1	GT32(92-169)	N	N	N	1
KAF3076029.1	CE10(38-331)	N	N	N	1
KAF3076030.1	GH55(25-750)	GH28+GH55	GH55	N	3
KAF3076039.1	GH45(713-913)	GH45	N	N	2
KAF3076042.1	AA7(132-343)	N	N	N	1
KAF3076053.1	GT20(158-615)	GT20	GT20	N	3
KAF3076065.1	AA7(139-558)	N	N	N	1
KAF3076084.1	CE10(411-681)	N	N	N	1
KAF3076091.1	GH127(17-564)	GH127	GH127	N	3
KAF3076210.1	GT1(74-444)	N	GT1	N	2
KAF3076212.1	AA7(31-233)	N	N	N	1
KAF3076219.1	GT57(16-491)	GT57	GT57	N	3
KAF3076222.1	GH5_5(96-393)	GH5+CBM1	CBM1	N	3
KAF3076225.1	GH79(41-475)	N	N	N	1
KAF3076228.1	GH6(140-431)	GH6	CBM1	N	3
KAF3076250.1	AA9(7-233)	N	AA9	N	2
KAF3076268.1	GH3(75-332)	GH3	GH3	N	3
KAF3076288.1	GH105(47-369)	GH105	GH105	N	3
