KKO97079.1	MER0483020-methionylaminopeptidase2(Trichodermaatroviride)[M24.002]#M24A#{peptidaseunit:114-440}~sourceEHK39543~	5.2e-182	96.9	327
KKO97082.1	MER1068763-grifolisin(Trichodermareesei)[S53.010]#S53#{peptidaseunit:192-578}~sourceA0A024RYB5~	3.2e-152	65.1	387
KKO97109.1	MER0148114-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:166-331}~sourceENSCINP00000002161~	4.3e-06	36.9	103
KKO97141.1	MER0156666-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:42-157,234-286}~sourceENSDORP00000001632~	6.8e-30	30.8	253
KKO97149.1	MER0014006-trichodermapepsin(Trichodermaharzianum)[A01.027]#A01A#{peptidaseunit:79-404}~sourceQ9HDT6~	1.5e-175	96.3	326
KKO97165.1	MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~	3.4e-25	52.7	112
KKO97175.1	MER0625601-familyS9unassignedpeptidases(Thielaviaterrestris)[S09.UPW]#S09X#{peptidaseunit:51-413}~sourceXP_003651683~	3.1e-89	46.7	368
KKO97187.1	MER0032718-familyS33unassignedpeptidases(Aspergillusoryzae)[S33.UPW]#S33#{peptidaseunit:28-261}~sourceAO070321000144~	3.3e-49	42.2	237
KKO97195.1	MER1365177-subfamilyT1Aunassignedpeptidases(Ophiocordycepsaustralis)[T01.UPA]#T01A#{peptidaseunit:31-228}~sourcePHH63364~	1.3e-107	95.5	198
KKO97219.1	MER0146924-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:1-165}~sourceENSCSAVP00000005882~	8.2e-06	37.2	78
KKO97227.1	MER0064179-proteasomesubunitalpha4(Gibberellazeae)[T01.973]#T01A#{peptidaseunit:33-239}~sourceXP_385541~	1.9e-112	97.6	207
KKO97238.1	MER0421116-familyS12unassignedpeptidases(Trichodermaatroviride)[S12.UPW]#S12#{peptidaseunit:35-393}~sourceEHK47102~	1.4e-146	68.8	359
KKO97335.1	MER0511270-familyS9unassignedpeptidases(Macrophominaphaseolina)[S09.UPW]#S09X#{peptidaseunit:84-303}~sourceEKG22371~	2.9e-66	51.8	218
KKO97336.1	MER0161332-familyC56non-peptidasehomologues(Talaromycesstipitatus)[C56.UNW]#C56#{peptidaseunit:112-218}~sourceEED15519~	5.4e-10	75	40
KKO97384.1	MER0511362-acetylcholinesterase(Macrophominaphaseolina)[S09.979]#S09X#{peptidaseunit:117-262}~sourceEKG12322~	2.4e-40	60	150
KKO97400.1	MER0195815-ALTEREDMERISTEMPROGRAM1-likepeptidase(Hypocreavirens)[M28.007]#M28B#{peptidaseunit:326-600}~sourceEHK25219~	3.4e-155	95.9	269
KKO97402.1	MER0354064-familyS12unassignedpeptidases(Hypocreavirens)[S12.UPW]#S12#{peptidaseunit:77-306}~sourceEHK16215~	4.8e-100	74.3	230
KKO97406.1	MER0065244-familyS9non-peptidasehomologues(Gibberellazeae)[S09.UNW]#S09X#{peptidaseunit:123-428}~sourceXP_389275~	1.9e-109	59.8	311
KKO97420.1	MER0130181-familyS33non-peptidasehomologues(Streptosporangiumroseum)[S33.UNW]#S33#{peptidaseunit:44-355}~sourceGEBA2500481680~	3.4e-50	35.5	330
KKO97422.1	MER0985130-subfamilyS8Aunassignedpeptidases(Hypocreavirens)[S08.UPA]#S08A#{peptidaseunit:159-355,504-611}~sourceG9N4L8~	1.1e-133	58.1	453
KKO97428.1	MER0697941-familyC15unassignedpeptidases(Hypocreavirens)[C15.UPW]#C15#{peptidaseunit:10-232}~sourceG9NDC4~	1.7e-121	92.8	223
KKO97438.1	MER0511212-familyS33non-peptidasehomologues(Macrophominaphaseolina)[S33.UNW]#S33#{peptidaseunit:29-334}~sourceEKG19811~	1.1e-66	42.1	304
KKO97476.1	MER0273571-familyM41non-peptidasehomologues(Paenibacillusmucilaginosus)[M41.UNW]#M41#{peptidaseunit:30-196}~sourceYP_004641264~	4.9e-08	31.9	144
KKO97500.1	MER1073477-aorsin(Hypocreavirens)[S53.007]#S53#{peptidaseunit:113-494}~sourceG9MGU9~	5.6e-107	60.3	358
KKO97506.1	MER0071960-familyS9unassignedpeptidases(Mycobacteriumsmegmatis)[S09.UPW]#S09X#{peptidaseunit:53-371}~sourceABK75705~	2.8e-62	42.5	339
KKO97517.1	MER0032555-livercarboxylesterase(Aspergillusfumigatus)[S09.982]#S09X#{peptidaseunit:96-469}~sourceXP_753283~	1.9e-142	64.2	377
KKO97520.1	MER0214202-subfamilyS9Cunassignedpeptidases(Talaromycesstipitatus)[S09.UPC]#S09C#{peptidaseunit:8-329}~sourceXP_002481289~	1.1e-46	35.1	333
KKO97522.1	MER0064128-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:27-298}~sourceXP_386641~	2.3e-114	73.4	267
KKO97530.1	MER0327801-F14J16.17protein({Arabidopsisthaliana})(Hypocreavirens)[M80.A01]#M80#{peptidaseunit:2-145}~sourceEHK19144~	4.5e-80	97.9	144
KKO97537.1	MER0920123-subfamilyM16Bnon-peptidasehomologues(Trichodermareesei)[M16.UNB]#M16B#{peptidaseunit:43-381}~sourceA0A024S9R3~	2.5e-163	89.4	339
KKO97564.1	MER0425752-subfamilyA1Aunassignedpeptidases(Trichodermaatroviride)[A01.UPA]#A01A#{peptidaseunit:43-370}~sourceEHK39453~	5.1e-90	53.3	334
KKO97566.1	MER0135310-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:241-408}~sourceBDEG_00552~	8.2e-09	27.6	174
KKO97588.1	MER1082823-familyS54non-peptidasehomologues(Neosartoryafischeri)[S54.UNW]#S54#{peptidaseunit:39-191}~sourceA1DNY5~	7.2e-28	46.4	138
KKO97591.1	MER0032938-subfamilyM12Bunassignedpeptidases(Magnaporthegrisea)[M12.UPB]#M12B#{peptidaseunit:322-583}~sourceMG03200_4~	6.4e-85	60.6	264
KKO97600.1	MER0446788-familyC26unassignedpeptidases(Fusariumoxysporum)[C26.UPW]#C26#{peptidaseunit:3-246}~sourceEGU76060~	9.7e-72	54.1	244
KKO97644.1	MER0133461-familyM50non-peptidasehomologues(Sebaldellatermitidis)[M50.UNW]#M50#{peptidaseunit:89-186}~sourceACZ09042~	4.9e-06	35.3	102
KKO97645.1	MER0381237-familyS33non-peptidasehomologues(Pyrenophorateres)[S33.UNW]#S33#{peptidaseunit:17-318}~sourceXP_003302035~	3.3e-33	33.2	232
KKO97653.1	MER0382286-subfamilyM14Aunassignedpeptidases(Trichodermareesei)[M14.UPA]#M14A#{peptidaseunit:62-433}~sourceEGR48337~	2.9e-180	83.9	372
KKO97684.1	MER0972699-subfamilyS8Anon-peptidasehomologues(Trichodermaatroviride)[S08.UNA]#S08A#{peptidaseunit:171-436}~sourceG9P0L8~	7.9e-62	48	254
KKO97691.1	MER0032477-familyM38unassignedpeptidases(Aspergillusoryzae)[M38.UPW]#M38#{peptidaseunit:64-437}~sourceAO070257000044~	3.3e-136	64.2	366
KKO97692.1	MER0379541-oxamateamidohydrolaseproenzyme({Klebsiellapneumonia})(Hypocreavirens)[T03.025]#T03#{peptidaseunit:38-571}~sourceEHK15254~	1.5e-293	91.4	534
KKO97703.1	MER0064146-familyC44unassignedpeptidases(Gibberellazeae)[C44.UPW]#C44#{peptidaseunit:2-160}~sourceXP_386323~	2e-87	95.6	159
KKO97709.1	MER0889204-subfamilyM48Cunassignedpeptidases(Hypocreavirens)[M48.UPC]#M48C#{peptidaseunit:103-350}~sourceG9MHP4~	3.3e-140	99.2	248
KKO97728.1	MER0209954-familyS9non-peptidasehomologues(Pyrenophoratritici)[S09.UNW]#S09X#{peptidaseunit:94-329}~sourceXP_001936459~	3.7e-26	34.6	211
KKO97729.1	MER0080922-SA76peptidase({Trichodermasp.})(Trichodermaharzianum)[A01.082]#A01A#{peptidaseunit:59-406}~sourceABK64120~	1.1e-197	98.6	348
KKO97737.1	MER1138037-subfamilyA1Aunassignedpeptidases(Trichodermaharzianum)[A01.UPA]#A01A#{peptidaseunit:122-427}~sourcePNP47981~	3.1e-165	95.8	306
KKO97789.1	MER0277988-krakenprotein({Drosophilamelanogaster})(Glossinamorsitans)[S33.A81]#S33#{peptidaseunit:74-327}~sourceTMP007252-PA~	4.5e-06	49	49
KKO97791.1	MER0065297-familyM38non-peptidasehomologues(Gibberellazeae)[M38.UNW]#M38#{peptidaseunit:57-408}~sourceXP_388572~	1.5e-160	77	352
KKO97797.1	MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~	5.9e-10	32.5	151
KKO97801.1	MER0032861-amidophosphoribosyltransferaseprecursor(Magnaporthegrisea)[C44.001]#C44#{peptidaseunit:2-259}~sourceMG04618_4~	4e-85	76.6	209
KKO97806.1	MER0214517-familyS9non-peptidasehomologues(Podosporaanserina)[S09.UNW]#S09X#{peptidaseunit:34-221}~sourceXP_001906399~	5.5e-67	63.8	188
KKO97815.1	MER0119691-familyS12unassignedpeptidases(Aspergillusterreus)[S12.UPW]#S12#{peptidaseunit:42-404}~sourceEAU36137~	1.2e-28	70.4	81
KKO97816.1	MER0119691-familyS12unassignedpeptidases(Aspergillusterreus)[S12.UPW]#S12#{peptidaseunit:42-404}~sourceEAU36137~	6.4e-97	66.8	256
KKO97849.1	MER0275595-aminopeptidaseY(Trichodermareesei)[M28.001]#M28A#{peptidaseunit:245-490}~sourceEGR45673~	2.3e-136	95.5	246
KKO97860.1	MER0102730-YME1L1g.p.({Homosapiens})andsimilar(Dasypusnovemcinctus)[M41.026]#M41#{peptidaseunit:1-655}~sourceENSDNOP00000009692~	6.4e-05	36.4	88
KKO97880.1	MER0173931-familyM38unassignedpeptidases(Rhodococcusopacus)[M38.UPW]#M38#{peptidaseunit:15-349}~sourceBAH51546~	2.4e-56	39.4	340
KKO97885.1	MER0624846-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:50-295}~sourceXP_385748~	3.7e-80	63.9	233
KKO97912.1	MER1118174-familyI4unassignedpeptidaseinhibitors(Enterobiusvermicularis)[I04.UPW]#I04#{inhibitorunit:261-509}~sourceEVEC_0000955001~	9.3e-35	45.7	173
KKO97924.1	MER0065250-familyC56non-peptidasehomologues(Gibberellazeae)[C56.UNW]#C56#{peptidaseunit:41-192}~sourceXP_389155~	8.5e-51	63.3	150
KKO97929.1	MER1070132-aorsin(Hypocreavirens)[S53.007]#S53#{peptidaseunit:217-642}~sourceG9MGU7~	5.5e-228	88.3	426
KKO97936.1	MER0060264-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:60-391}~sourceXP_381941~	1.2e-70	42.6	340
KKO97944.1	MER0449810-familyC26unassignedpeptidases(Trichodermaatroviride)[C26.UPW]#C26#{peptidaseunit:6-238}~sourceEHK50442~	4.9e-94	72.3	235
KKO97965.1	MER0347797-subfamilyM3Aunassignedpeptidases(Hypocreavirens)[M03.UPA]#M03A#{peptidaseunit:198-825}~sourceEHK15410~	0	98.6	628
KKO97969.1	MER0180643-familyC56non-peptidasehomologues(Nocardiafarcinica)[C56.UNW]#C56#{peptidaseunit:554-689}~sourceYP_118918~	7.9e-13	32.4	139
KKO97982.1	MER0499558-familyS9unassignedpeptidases(Arthrospiraplatensis)[S09.UPW]#S09X#{peptidaseunit:67-285}~sourceYP_005068995~	2e-05	31.9	119
KKO97989.1	MER0380089-oxamateamidohydrolaseproenzyme({Klebsiellapneumonia})(Hypocreavirens)[T03.025]#T03#{peptidaseunit:26-559}~sourceEHK25786~	2.20000000000008e-311	96.7	538
KKO97992.1	MER0151446-familyM38non-peptidasehomologues(Rhodococcusjostii)[M38.UNW]#M38#{peptidaseunit:136-514}~sourceABG97383~	1.2e-82	43.9	385
KKO97993.1	MER0210128-familyS33unassignedpeptidases(Verticilliumalbo)[S33.UPW]#S33#{peptidaseunit:34-284}~sourceEEY21510~	1.3e-91	64.5	251
KKO98030.1	MER1065333-grifolisin(Hypocreavirens)[S53.010]#S53#{peptidaseunit:214-607}~sourceG9NBT2~	2.3e-220	93.4	394
KKO98032.1	MER0314821-aorsin(Trichodermareesei)[S53.007]#S53#{peptidaseunit:202-632}~sourceEGR44148~	1.6e-92	88.2	187
KKO98045.1	MER0424902-subfamilyS8Aunassignedpeptidases(Rhizopusdelemar)[S08.UPA]#S08A#{peptidaseunit:120-511}~sourceEIE87526~	2.3e-05	39.8	88
KKO98050.1	MER0064864-familyS9non-peptidasehomologues(Gibberellazeae)[S09.UNW]#S09X#{peptidaseunit:104-425}~sourceXP_389440~	7.6e-129	64.7	317
KKO98055.1	MER0987478-subfamilyS8Aunassignedpeptidases(Hypocreavirens)[S08.UPA]#S08A#{peptidaseunit:524-704}~sourceG9MVL4~	1.8e-69	73.3	180
KKO98061.1	MER0792533-familyI87unassignedpeptidaseinhibitors(Trichodermareesei)[I87.UPW]#I87#{inhibitorunit:88-272}~sourceG0RJG3~	1.5e-94	99.5	185
KKO98124.1	MER0859586-familyM38non-peptidasehomologues(Gaeumannomycesgraminis)[M38.UNW]#M38#{peptidaseunit:350-825}~sourceJ3P2Q9~	5.7e-238	83.6	476
KKO98136.1	MER1337077-subfamilyS26Bunassignedpeptidases(Trichodermaharzianum)[S26.UPB]#S26B#{peptidaseunit:37-156}~sourceKKO98136~	3.3e-63	100	120
KKO98171.1	MER1074102-aorsin(Oidiodendronmaius)[S53.007]#S53#{peptidaseunit:206-616}~sourceA0A0C3GPN7~	3.9e-180	75.2	411
KKO98172.1	MER0057464-familyS9non-peptidasehomologues(Thermobisporabispora)[S09.UNW]#S09X#{peptidaseunit:1135-1317}~sourceGEBA2500199435~	1.7e-13	32.5	160
KKO98190.1	MER0496070-subfamilyA1Anon-peptidasehomologues(Hypocreavirens)[A01.UNA]#A01A#{peptidaseunit:8-347}~sourceEHK24014~	4e-186	96.5	340
KKO98198.1	MER0064675-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:5-231}~sourceXP_390262~	2.6e-27	33.3	240
KKO98232.1	MER0210961-familyS33unassignedpeptidases(Nectriahaematococca)[S33.UPW]#S33#{peptidaseunit:202-537}~sourceEEU44109~	3.2e-133	69.7	333
KKO98265.1	MER0145596-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:12-163}~sourceENSCSAVP00000001136~	1.5e-05	36.1	108
KKO98320.1	MER0060274-familyS9unassignedpeptidases(Gibberellazeae)[S09.UPW]#S09X#{peptidaseunit:151-530}~sourceXP_381779~	2.8e-159	70.3	380
KKO98326.1	MER0605028-familyC19non-peptidasehomologues(Neurosporacrassa)[C19.UNW]#C19#{peptidaseunit:795-1200}~sourceXP_960418~	1.2e-126	55.3	405
KKO98339.1	MER0213568-familyS33non-peptidasehomologues(Nectriahaematococca)[S33.UNW]#S33#{peptidaseunit:22-284}~sourceEEU33458~	8.6e-69	45.9	268
KKO98350.1	MER0158050-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:54-305}~sourceENSDORP00000014784~	1.2e-13	25.5	235
KKO98363.1	MER0224206-acetylcholinesterase(Aspergillusniger)[S09.979]#S09X#{peptidaseunit:126-505}~sourceXP_001390531~	6.2e-119	57.5	353
KKO98370.1	MER0159213-familyS9non-peptidasehomologues(Nostocsp.PCC7120)[S09.UNW]#S09X#{peptidaseunit:561-799}~sourceBAB78274~	0.00055	32.9	76
KKO98383.1	MER1166021-subfamilyC1Bunassignedpeptidases(Trichodermaharzianum)[C01.UPB]#C01B#{peptidaseunit:57-498}~sourceKKO98383~	4.7e-259	100	442
KKO98410.1	MER0511331-familyS33non-peptidasehomologues(Macrophominaphaseolina)[S33.UNW]#S33#{peptidaseunit:10-334}~sourceEKG10970~	6.8e-76	52.5	255
KKO98413.1	MER0211573-familyS33unassignedpeptidases(Sclerotiniasclerotiorum)[S33.UPW]#S33#{peptidaseunit:131-379}~sourceXP_001591647~	2.9e-59	46	250
KKO98419.1	MER0065455-Uch2peptidase(Gibberellazeae)[C12.009]#C12#{peptidaseunit:3-230}~sourceXP_382039~	2.9e-113	86.4	228
KKO98445.1	MER0156123-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:444-713}~sourceENSDORP00000005058~	8.7e-12	25.4	252
KKO98450.1	MER0358786-peptidaseClp(type1)(Trichodermaatroviride)[S14.001]#S14#{peptidaseunit:1-198}~sourceEHK49608~	4.8e-103	94.9	198
KKO98457.1	MER0057653-subfamilyS9Cunassignedpeptidases(Synechococcuselongatus)[S09.UPC]#S09C#{peptidaseunit:258-487}~sourceYP_399044~	0.00039	52.5	40
KKO98482.1	MER0624676-subfamilyS9Cunassignedpeptidases(Gibberellazeae)[S09.UPC]#S09C#{peptidaseunit:55-310}~sourceXP_380731~	1.3e-95	60.5	256
KKO98486.1	MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~	5.7e-27	41.9	186
KKO98497.1	MER0481478-SPBC4F6.19cg.p.({Schizosaccharomycespombe})(Trichodermaatroviride)[M24.A11]#M24B#{peptidaseunit:184-426}~sourceEHK48636~	9.3e-121	87.2	243
KKO98511.1	MER0209890-highlysimilartoacyl-proteinthioesterase1({Homosapiens})(Pyrenophoratritici)[S09.941]#S09X#{peptidaseunit:98-209}~sourceXP_001936510~	3e-30	53.6	112
KKO98528.1	MER0785864-subfamilyM20Aunassignedpeptidases(Hypocreavirens)[M20.UPA]#M20A#{peptidaseunit:52-550}~sourceG9N5R1~	7e-272	89.4	499
KKO98533.1	MER0354113-familyS12unassignedpeptidases(Hypocreavirens)[S12.UPW]#S12#{peptidaseunit:36-269}~sourceEHK19498~	1.2e-115	87.6	234
KKO98545.1	MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~	6.5e-05	35.6	101
KKO98560.1	MER0713958-familyC19non-peptidasehomologues(Hypocreavirens)[C19.UNW]#C19#{peptidaseunit:577-919}~sourceG9MPY6~	3.2e-206	98.8	343
KKO98572.1	MER0998302-familyS9unassignedpeptidases(Pseudogymnoascuspannorum)[S09.UPW]#S09X#{peptidaseunit:87-461}~sourceA0A094F6L3~	3.3e-125	56.4	376
KKO98588.1	MER0331113-sst2g.p.({Schizosaccharomycespombe})(Trichodermaatroviride)[M67.A14]#M67C#{peptidaseunit:362-513}~sourceEHK44178~	1.3e-86	96.7	152
KKO98590.1	MER0412267-familyM41non-peptidasehomologues(Nicotianabenthamiana)[M41.UNW]#M41#{peptidaseunit:314-497}~sourceNbS00029173g0008~	2.1e-17	43.2	125
KKO98596.1	MER0135310-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:241-408}~sourceBDEG_00552~	5e-16	32.7	168
KKO98617.1	MER0064533-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:41-324}~sourceXP_391537~	3.3e-123	72.2	284
KKO98628.1	MER0032561-familyS9unassignedpeptidases(Aspergillusoryzae)[S09.UPW]#S09X#{peptidaseunit:96-454}~sourceAO070240000026~	7e-75	43.9	358
KKO98632.1	MER0064186-guaninedeaminase(Gibberellazeae)[M38.981]#M38#{peptidaseunit:91-423}~sourceXP_385499~	1.4e-148	74	335
KKO98644.1	MER0044640-familyM38non-peptidasehomologues(Neurosporacrassa)[M38.UNW]#M38#{peptidaseunit:74-406}~sourceCAB91408~	5.3e-124	61.4	347
KKO98656.1	MER1050180-subfamilyS26Aunassignedpeptidases(Metarhiziumalbum)[S26.UPA]#S26A#{peptidaseunit:27-163}~sourceA0A0B2WK04~	1.1e-63	77.9	136
KKO98698.1	MER0060264-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:60-391}~sourceXP_381941~	3.1e-109	53.4	335
KKO98763.1	MER0064128-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:27-298}~sourceXP_386641~	2.1e-109	68.6	271
