PKK41539.1	MER0029997-cytosolicepoxidehydrolase(Homosapiens)[S33.973]#S33#{peptidaseunit:1-287}~sourceBC007708~	1.9e-15	27.8	273
PKK41553.1	MER1074437-aorsin(Trichodermaatroviride)[S53.007]#S53#{peptidaseunit:212-638}~sourceG9NQ23~	1.3e-197	78.7	414
PKK41588.1	MER0195830-subfamilyM28Bunassignedpeptidases(Hypocreavirens)[M28.UPB]#M28B#{peptidaseunit:462-722}~sourceEHK24326~	6.4e-150	96.9	261
PKK41591.1	MER0148915-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:35-203}~sourceENSCINP00000012870~	1.5e-30	39.6	169
PKK41618.1	MER0065297-familyM38non-peptidasehomologues(Gibberellazeae)[M38.UNW]#M38#{peptidaseunit:57-408}~sourceXP_388572~	2.3e-161	77.3	352
PKK41633.1	MER0204284-familyS33non-peptidasehomologues(Caulobactersegnis)[S33.UNW]#S33#{peptidaseunit:12-287}~sourceADG08976~	5.3e-85	54.4	274
PKK41669.1	MER0316837-BapFpeptidase({Pseudomonas}sp.)(Hypocreavirens)[P01.003]#P01#{peptidaseunit:262-392}~sourceEHK18591~	1.1e-61	90.1	131
PKK41687.1	MER0032426-subfamilyM24Bunassignedpeptidases(Aspergillusoryzae)[M24.UPB]#M24B#{peptidaseunit:181-535}~sourceAO070325000146~	1.5e-148	69.8	361
PKK41725.1	MER0421555-esteraseEstB(Uncinocarpusreesii)[S12.950]#S12#{peptidaseunit:29-395}~sourceXP_002540730~	1.9e-101	52.3	375
PKK41777.1	MER0326224-dipeptidylaminopeptidaseB(fungus)(Trichodermareesei)[S09.006]#S09B#{peptidaseunit:637-894}~sourceEGR46146~	7.5e-143	92.6	258
PKK41800.1	MER0435630-TRP3protein(Trichodermaatroviride)[C26.959]#C26#{peptidaseunit:25-274}~sourceEHK45707~	1.9e-131	91.2	250
PKK41813.1	MER0219597-subfamilyA22Bunassignedpeptidases(Hypocreavirens)[A22.UPB]#A22B#{peptidaseunit:218-516}~sourceEHK16961~	7.5e-160	95.3	299
PKK41814.1	MER0216182-familyS9non-peptidasehomologues(Magnaportheoryzae)[S09.UNW]#S09X#{peptidaseunit:51-226}~sourceXP_366494~	2.2e-55	55.7	176
PKK41823.1	MER1179045-familyG1unassignedpeptidases(Trichodermaharzianum)[G01.UPW]#G01#{peptidaseunit:35-215}~sourcePKK41823~	1.1e-103	100	181
PKK41825.1	MER0788077-familyI51unassignedpeptidaseinhibitors(Hypocreavirens)[I51.UPW]#I51#{inhibitorunit:35-191}~sourceG9N5W1~	2.1e-56	93.5	108
PKK41845.1	MER1127483-subfamilyA1Aunassignedpeptidases(Trichodermaharzianum)[A01.UPA]#A01A#{peptidaseunit:76-392}~sourceKKP05288~	3.6e-182	98.7	317
PKK41855.1	MER1118174-familyI4unassignedpeptidaseinhibitors(Enterobiusvermicularis)[I04.UPW]#I04#{inhibitorunit:261-509}~sourceEVEC_0000955001~	9.4e-35	45.7	173
PKK41911.1	MER0727329-familyC48unassignedpeptidases(Metarhiziumguizhouense)[C48.UPW]#C48#{peptidaseunit:33-187}~sourceA0A0B4H9H9~	6.9e-80	89	155
PKK41953.1	MER0135310-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:241-408}~sourceBDEG_00552~	2.1e-07	44.9	69
PKK41954.1	MER0971916-subfamilyS8Aunassignedpeptidases(Trichodermaatroviride)[S08.UPA]#S08A#{peptidaseunit:595-822}~sourceG9P4U8~	1.1e-114	90.4	228
PKK41984.1	MER0130181-familyS33non-peptidasehomologues(Streptosporangiumroseum)[S33.UNW]#S33#{peptidaseunit:44-355}~sourceGEBA2500481680~	4.4e-50	35.2	330
PKK41985.1	MER0985130-subfamilyS8Aunassignedpeptidases(Hypocreavirens)[S08.UPA]#S08A#{peptidaseunit:159-355,504-611}~sourceG9N4L8~	1.2e-135	59.2	453
PKK42048.1	MER0381401-familyS33unassignedpeptidases(Metarhiziumacridum)[S33.UPW]#S33#{peptidaseunit:34-469}~sourceEFY92793~	8.5e-178	69	448
PKK42053.1	MER0131793-familyS9unassignedpeptidases(Nakamurellamultipartita)[S09.UPW]#S09X#{peptidaseunit:53-320}~sourceGEBA2500706196~	1.3e-68	46.5	256
PKK42094.1	MER0467343-subfamilyM10Bunassignedpeptidases(Podosporaanserina)[M10.UPB]#M10B#{peptidaseunit:28-188}~sourceXP_003437436~	6.3e-20	38.7	168
PKK42095.1	MER0467330-subfamilyM10Bunassignedpeptidases(Podosporaanserina)[M10.UPB]#M10B#{peptidaseunit:46-211}~sourceXP_003437450~	1.3e-19	35.8	165
PKK42117.1	MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~	2.8e-25	52.7	112
PKK42158.1	MER0431850-familyC19unassignedpeptidases(Trichodermaatroviride)[C19.UPW]#C19#{peptidaseunit:415-784}~sourceEHK39591~	1.1e-194	87.8	394
PKK42170.1	MER0087613-methionylaminopeptidase2(Neosartoryafischeri)[M24.002]#M24A#{peptidaseunit:117-445}~sourceEAW19774~	2.1e-162	84.5	329
PKK42205.1	MER0323282-proteasomesubunitbeta5c(Hypocreavirens)[T01.012]#T01A#{peptidaseunit:71-274}~sourceEHK15431~	2.5e-116	99.5	204
PKK42242.1	MER0384170-subfamilyA1Aunassignedpeptidases(Trichodermaatroviride)[A01.UPA]#A01A#{peptidaseunit:78-400}~sourceEHK41356~	7.6e-175	87.9	331
PKK42249.1	MER0064552-familyM38non-peptidasehomologues(Gibberellazeae)[M38.UNW]#M38#{peptidaseunit:60-392}~sourceXP_391334~	8.7e-117	57.5	334
PKK42281.1	MER1186004-subfamilyM3Aunassignedpeptidases(Trichodermaharzianum)[M03.UPA]#M03A#{peptidaseunit:23-698}~sourcePKK42281~	0	100	676
PKK42282.1	MER0282573-familyM1unassignedpeptidases(Torulasporadelbrueckii)[M01.UPW]#M01#{peptidaseunit:107-522}~sourceXP_003681796~	3.3e-159	63.8	428
PKK42301.1	MER0156132-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:208-313}~sourceENSDORP00000005211~	5.8e-30	53.8	104
PKK42332.1	MER0064128-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:27-298}~sourceXP_386641~	6e-82	52.6	272
PKK42364.1	MER0167329-familyC56non-peptidasehomologues(Podosporaanserina)[C56.UNW]#C56#{peptidaseunit:90-194}~sourceXP_001905990~	2.6e-39	69.5	105
PKK42382.1	MER0064146-familyC44unassignedpeptidases(Gibberellazeae)[C44.UPW]#C44#{peptidaseunit:2-160}~sourceXP_386323~	2e-87	95.6	159
PKK42384.1	MER0500472-familyM79unassignedpeptidases(Listeriamonocytogenes)[M79.UPW]#M79#{peptidaseunit:37-103}~sourceYP_007602758~	1.4e-08	56.9	58
PKK42393.1	MER0817207-subfamilyM3Aunassignedpeptidases(Pestalotiopsisfici)[M03.UPA]#M03A#{peptidaseunit:13-530,557-711}~sourceW3WST3~	1.1e-167	45.5	697
PKK42400.1	MER0624771-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:17-291}~sourceXP_383349~	8.4e-86	54.9	277
PKK42425.1	MER0209314-familyS9unassignedpeptidases(Talaromycesstipitatus)[S09.UPW]#S09X#{peptidaseunit:42-310}~sourceXP_002482624~	6.7e-65	43.1	274
PKK42427.1	MER0210110-familyS9non-peptidasehomologues(Botryotiniafuckeliana)[S09.UNW]#S09X#{peptidaseunit:72-256}~sourceXP_001559203~	1.2e-58	54.9	184
PKK42483.1	MER0383724-subfamilyA1Aunassignedpeptidases(Hypocreavirens)[A01.UPA]#A01A#{peptidaseunit:54-398}~sourceEHK19238~	2e-182	90.7	345
PKK42497.1	MER0032575-familyS9unassignedpeptidases(Aspergillusoryzae)[S09.UPW]#S09X#{peptidaseunit:95-452}~sourceAO070307000015~	2.9e-58	38.7	354
PKK42529.1	MER0905917-subfamilyM67Aunassignedpeptidases(Villosiclavavirens)[M67.UPA]#M67A#{peptidaseunit:1-310}~sourceA0A063C1X7~	4.6e-170	97.1	310
PKK42537.1	MER0859586-familyM38non-peptidasehomologues(Gaeumannomycesgraminis)[M38.UNW]#M38#{peptidaseunit:350-825}~sourceJ3P2Q9~	2.6e-238	83.8	476
PKK42549.1	MER0626103-familyS33unassignedpeptidases(Aspergillusniger)[S33.UPW]#S33#{peptidaseunit:12-233}~sourceXP_001390441~	6.9e-25	34.1	214
PKK42590.1	MER0809415-familyI87unassignedpeptidaseinhibitors(Fusobacteriumsp.CAG:815)[I87.UPW]#I87#{inhibitorunit:30-239}~sourceR7LRK4~	6.7e-12	37.6	117
PKK42632.1	MER0210961-familyS33unassignedpeptidases(Nectriahaematococca)[S33.UPW]#S33#{peptidaseunit:202-537}~sourceEEU44109~	4.2e-133	70.3	333
PKK42638.1	MER0442588-carbamylphosphatesynthetase(Trichodermaatroviride)[C26.956]#C26#{peptidaseunit:115-444}~sourceEHK43396~	6.1e-178	91.3	334
PKK42644.1	MER0065244-familyS9non-peptidasehomologues(Gibberellazeae)[S09.UNW]#S09X#{peptidaseunit:123-428}~sourceXP_389275~	1.8e-39	67	112
PKK42650.1	MER0193617-familyS33non-peptidasehomologues(Streptosporangiumroseum)[S33.UNW]#S33#{peptidaseunit:1-257}~sourceACZ87388~	5.2e-12	31.4	156
PKK42685.1	MER0467330-subfamilyM10Bunassignedpeptidases(Podosporaanserina)[M10.UPB]#M10B#{peptidaseunit:46-211}~sourceXP_003437450~	7e-25	40.7	167
PKK42700.1	MER0383999-subfamilyA1Aunassignedpeptidases(Hypocreavirens)[A01.UPA]#A01A#{peptidaseunit:98-411}~sourceEHK15313~	4.3e-157	83.8	314
PKK42719.1	MER0032861-amidophosphoribosyltransferaseprecursor(Magnaporthegrisea)[C44.001]#C44#{peptidaseunit:2-259}~sourceMG04618_4~	3.3e-109	75.5	261
PKK42735.1	MER0511361-familyS9non-peptidasehomologues(Macrophominaphaseolina)[S09.UNW]#S09X#{peptidaseunit:110-467}~sourceEKG12270~	2.7e-56	45.2	241
PKK42736.1	MER0025111-trypsin(fungal)(Trichodermaharzianum)[S01.103]#S01A#{peptidaseunit:30-258}~sourceQ8WZM5_TRIHA~	9.1e-126	98.3	229
PKK42776.1	MER1184785-subfamilyM3Aunassignedpeptidases(Trichodermaguizhouense)[M03.UPA]#M03A#{peptidaseunit:19-703}~sourceOPB42000~	0	97.4	685
PKK42780.1	MER0311377-familyI32unassignedpeptidaseinhibitors(Trichodermareesei)[I32.UPW]#I32#{inhibitorunit:118-208}~sourceEGR46880~	8.1e-49	91.2	91
PKK42792.1	MER0903270-familyM61non-peptidasehomologues(Grosmanniaclavigera)[M61.UNW]#M61#{peptidaseunit:214-483}~sourceF0XCU4~	1.1e-35	32	266
PKK42793.1	MER0279653-subfamilyC14Bunassignedpeptidases(Trichodermareesei)[C14.UPB]#C14B#{peptidaseunit:1-316}~sourceEGR46784~	3.3e-169	92.4	316
PKK42907.1	MER0800035-familyI87unassignedpeptidaseinhibitors(Trichodermareesei)[I87.UPW]#I87#{inhibitorunit:71-287}~sourceA0A024S7E2~	1.6e-105	95.4	217
PKK42910.1	MER0287908-familyM4unassignedpeptidases(Hypocreavirens)[M04.UPW]#M04#{peptidaseunit:122-403}~sourceEHK24974~	8.8e-150	87.9	282
PKK42915.1	MER0626331-familyC110unassignedpeptidases(Hypocreavirens)[C110.UPW]#C110#{peptidaseunit:371-476}~sourceEHK20371~	1.9e-58	97.2	106
PKK42944.1	MER0383832-subfamilyA1Aunassignedpeptidases(Hypocreavirens)[A01.UPA]#A01A#{peptidaseunit:96-397}~sourceEHK21938~	5.5e-154	87.7	302
PKK42958.1	MER0047368-familyS33unassignedpeptidases(Leishmaniamajor)[S33.UPW]#S33#{peptidaseunit:57-329}~sourceAC090053~	1e-79	51.3	273
PKK42970.1	MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~	1.9e-14	38.6	132
PKK42972.1	MER0708624-familyC19unassignedpeptidases(Metarhiziumalbum)[C19.UPW]#C19#{peptidaseunit:81-634}~sourceA0A0B2WIF8~	1.9e-189	57.2	607
PKK43049.1	MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~	6.1e-10	32.5	151
PKK43086.1	MER0460848-proteasomesubunitalpha1(Trichodermaatroviride)[T01.976]#T01A#{peptidaseunit:27-247}~sourceEHK41802~	1.5e-115	93.7	221
PKK43138.1	MER0161332-familyC56non-peptidasehomologues(Talaromycesstipitatus)[C56.UNW]#C56#{peptidaseunit:112-218}~sourceEED15519~	2.1e-39	66.4	107
PKK43163.1	MER1050180-subfamilyS26Aunassignedpeptidases(Metarhiziumalbum)[S26.UPA]#S26A#{peptidaseunit:27-163}~sourceA0A0B2WK04~	1.1e-63	77.9	136
PKK43171.1	MER0852342-subfamilyM20Funassignedpeptidases(Hypocreavirens)[M20.UPF]#M20F#{peptidaseunit:7-470}~sourceG9N9A3~	5e-271	97.4	464
PKK43197.1	MER0467314-subfamilyM10Bunassignedpeptidases(Aspergillusoryzae)[M10.UPB]#M10B#{peptidaseunit:87-221}~sourceBAE55462~	1.8e-29	51.5	130
PKK43217.1	MER0999804-subfamilyS9Bunassignedpeptidases(Trichodermareesei)[S09.UPB]#S09B#{peptidaseunit:433-681}~sourceA0A024SFP5~	2.8e-153	97.2	249
PKK43282.1	MER0135310-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:241-408}~sourceBDEG_00552~	3.1e-13	26.7	172
PKK43321.1	MER0119691-familyS12unassignedpeptidases(Aspergillusterreus)[S12.UPW]#S12#{peptidaseunit:42-404}~sourceEAU36137~	7.1e-128	60.9	361
PKK43325.1	MER0235798-subfamilyS9Bunassignedpeptidases(Isosphaerapallida)[S09.UPB]#S09B#{peptidaseunit:347-772}~sourceYP_004179752~	1.7e-141	54.5	426
PKK43334.1	MER0624771-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:17-291}~sourceXP_383349~	2.1e-101	62.7	276
PKK43337.1	MER0064710-subfamilyS9Cunassignedpeptidases(Gibberellazeae)[S09.UPC]#S09C#{peptidaseunit:66-298}~sourceXP_389846~	2.3e-64	47	236
PKK43347.1	MER0157926-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:1-143}~sourceENSDORP00000010931~	6.7e-10	31.6	158
PKK43351.1	MER0242197-glycosylphosphatidylinositol:proteintransamidase(Glomerellagraminicola)[C13.005]#C13#{peptidaseunit:25-295}~sourceEFQ31045~	2.5e-151	95.9	271
PKK43449.1	MER0327830-SPCC1442.07cg.p.({Schizosaccharomycespombe})(Trichodermaatroviride)[M80.A04]#M80#{peptidaseunit:111-290}~sourceEHK50934~	1e-92	92.2	180
PKK43455.1	MER0264995-familyM41non-peptidasehomologues(Takifugurubripes)[M41.UNW]#M41#{peptidaseunit:202-425}~sourceENSTRUP00000011081~	5.3e-14	36.9	149
PKK43488.1	MER0126064-familyS54non-peptidasehomologues(Magnaporthegrisea)[S54.UNW]#S54#{peptidaseunit:60-188}~sourceEDK00628~	4.3e-61	86.9	130
PKK43511.1	MER0330707-familyC65unassignedpeptidases(Trichodermaatroviride)[C65.UPW]#C65#{peptidaseunit:11-271}~sourceEHK47780~	3.3e-135	90.4	261
PKK43574.1	MER1286490-subfamilyS8Bunassignedpeptidases(Trichodermaharzianum)[S08.UPB]#S08B#{peptidaseunit:192-487}~sourceKKP04072~	1.5e-172	100	296
PKK43585.1	MER0033130-familyM38unassignedpeptidases(Magnaporthegrisea)[M38.UPW]#M38#{peptidaseunit:49-256}~sourceMG01812_4~	1.8e-68	58.5	207
PKK43608.1	MER0057464-familyS9non-peptidasehomologues(Thermobisporabispora)[S09.UNW]#S09X#{peptidaseunit:1135-1317}~sourceGEBA2500199435~	1.2e-08	31.2	189
PKK43654.1	MER0897711-familyC56non-peptidasehomologues(Pseudogymnoascuspannorum)[C56.UNW]#C56#{peptidaseunit:31-157}~sourceA0A094F175~	3.4e-37	55.1	127
PKK43656.1	MER0065243-familyS9unassignedpeptidases(Gibberellazeae)[S09.UPW]#S09X#{peptidaseunit:49-299}~sourceXP_389288~	5.9e-30	32.3	260
PKK43672.1	MER0511351-YDR533Cputativepeptidase(Macrophominaphaseolina)[C56.004]#C56#{peptidaseunit:43-205}~sourceEKG11824~	5.2e-67	74.8	163
PKK43678.1	MER0032162-familyS33unassignedpeptidases(Emericellanidulans)[S33.UPW]#S33#{peptidaseunit:66-613}~sourceEAA67120~	2e-38	26.1	498
PKK43683.1	MER0149637-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:86-307}~sourceENSCINP00000021693~	0.00046	30.4	92
PKK43744.1	MER0060258-hypothetical47kDaprotein({Saccharomycescerevisiae})(Gibberellazeae)[M28.A05]#M28X#{peptidaseunit:201-379}~sourceXP_382255~	9.5e-86	86.4	177
PKK43794.1	MER0204230-subfamilyM28Eunassignedpeptidases(Trichodermareesei)[M28.UPE]#M28E#{peptidaseunit:166-427}~sourceEGR48255~	1.5e-136	91.2	262
PKK43813.1	MER1020126-familyS15non-peptidasehomologues(Verruconisgallopava)[S15.UNW]#S15#{peptidaseunit:39-554}~sourceA0A0D1XWN1~	6.5e-199	62.7	523
PKK43814.1	MER1073108-subfamilyS49Cnon-peptidasehomologues(Deferribacterdesulfuricans)[S49.UNC]#S49C#{peptidaseunit:109-219}~sourceD3P9A0~	8.4e-13	35.5	107
PKK43824.1	MER0449810-familyC26unassignedpeptidases(Trichodermaatroviride)[C26.UPW]#C26#{peptidaseunit:6-238}~sourceEHK50442~	2.6e-95	73.2	235
PKK43856.1	MER0064186-guaninedeaminase(Gibberellazeae)[M38.981]#M38#{peptidaseunit:91-423}~sourceXP_385499~	2.4e-148	73.7	335
PKK43915.1	MER0315955-familyS54unassignedpeptidases(Hypocreavirens)[S54.UPW]#S54#{peptidaseunit:253-410}~sourceEHK27324~	1.1e-82	96.8	158
PKK43928.1	MER0211021-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:96-351}~sourceXP_386673~	6.5e-72	51.5	260
PKK43946.1	MER0145925-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:177-352}~sourceENSCSAVP00000011183~	2e-40	46.9	179
PKK43971.1	MER0148114-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:166-331}~sourceENSCINP00000002161~	4.3e-06	36.9	103
PKK43984.1	MER0803100-familyI87unassignedpeptidaseinhibitors(Hypocreavirens)[I87.UPW]#I87#{inhibitorunit:23-259}~sourceG9MJI1~	1.1e-121	98.3	237
PKK44024.1	MER0145596-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:12-163}~sourceENSCSAVP00000001136~	2e-05	36.1	108
PKK44051.1	MER0209306-familyS33non-peptidasehomologues(Talaromycesstipitatus)[S33.UNW]#S33#{peptidaseunit:20-280}~sourceXP_002486337~	1.7e-88	57.3	262
PKK44099.1	MER0146924-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:1-165}~sourceENSCSAVP00000005882~	1.7e-13	31.8	170
PKK44110.1	MER0209177-familyS9non-peptidasehomologues(Chaetomiumglobosum)[S09.UNW]#S09X#{peptidaseunit:824-1022}~sourceXP_001224472~	6.6e-52	52.8	199
PKK44130.1	MER0035648-Prb1peptidase(Trichodermahamatum)[S08.066]#S08A#{peptidaseunit:105-409}~sourceQ86ZV3~	4.3e-154	93.4	305
PKK44134.1	MER1020791-familyS33unassignedpeptidases(Penicilliumsolitum)[S33.UPW]#S33#{peptidaseunit:9-292}~sourceA0A0D9MEG1~	1.3e-59	43.3	284
PKK44137.1	MER0244887-familyS33unassignedpeptidases(Burkholderiagladioli)[S33.UPW]#S33#{peptidaseunit:8-275}~sourceYP_004350627~	2.2e-41	36.3	281
PKK44158.1	MER0209954-familyS9non-peptidasehomologues(Pyrenophoratritici)[S09.UNW]#S09X#{peptidaseunit:94-329}~sourceXP_001936459~	4.6e-25	34.6	211
PKK44159.1	MER0080922-SA76peptidase({Trichodermasp.})(Trichodermaharzianum)[A01.082]#A01A#{peptidaseunit:59-406}~sourceABK64120~	1.9e-194	96.8	348
PKK44175.1	MER0330947-nup189({Schizosaccharomycespombe})(Hypocreavirens)[S59.A07]#S59#{peptidaseunit:886-1036}~sourceEHK23686~	6.7e-80	95.4	151
PKK44185.1	MER0209434-familyS9non-peptidasehomologues(Nectriahaematococca)[S09.UNW]#S09X#{peptidaseunit:124-306}~sourceEEU42730~	5.8e-44	47.3	184
PKK44196.1	MER0624579-highlysimilartoacyl-proteinthioesterase1({Homosapiens})(Podosporaanserina)[S09.941]#S09X#{peptidaseunit:103-214}~sourceXP_001907417~	1.3e-22	47.3	112
PKK44204.1	MER0421116-familyS12unassignedpeptidases(Trichodermaatroviride)[S12.UPW]#S12#{peptidaseunit:35-393}~sourceEHK47102~	1.6e-145	68.5	359
PKK44215.1	MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~	5.4e-07	35.3	85
PKK44247.1	MER0625340-familyS9unassignedpeptidases(Myceliophthorathermophila)[S09.UPW]#S09X#{peptidaseunit:97-467}~sourceXP_003662539~	5e-140	62.5	373
PKK44279.1	MER0424902-subfamilyS8Aunassignedpeptidases(Rhizopusdelemar)[S08.UPA]#S08A#{peptidaseunit:120-511}~sourceEIE87526~	2.3e-05	39.8	88
